,year,region_name,population_interpolated,N_est,lower,upper,score,score_cap,lower_cap,N_est_cap,upper_cap,region_code,gdp_per_capita,inclusive,restricted
1813,1609,Low countries,3.09,979.8047499118107,906.2263637256325,1056.2013144950263,171.6,55.5258064516129,293.9328410468588,317.8030206961965,342.5889377052905,re_low_countries,4054,1,1
1814,1610,Low countries,3.1,909.1848027998444,841.403397929707,979.4106030597778,173.0,55.806451612903224,271.42045094506676,293.2854202580143,315.9389042128316,re_low_countries,3365,1,1
1815,1611,Low countries,3.1100000000000003,995.152325463504,921.4657916449423,1071.5644002705021,187.9,60.288306451612904,295.59176007187443,319.2337541521016,343.7496567655178,re_low_countries,3568,1,1
1816,1612,Low countries,3.12,1081.1198481271636,1001.5281853601776,1163.7181974812265,202.8,64.77016129032258,319.76306919868216,345.18208804618894,371.56040931820405,re_low_countries,3383,1,1
1817,1613,Low countries,3.13,1167.0873707908231,1081.590579075413,1255.8719946919507,217.7,69.25201612903226,343.9343783254899,371.1304219402763,399.3711618708903,re_low_countries,3217,1,1
1818,1614,Low countries,3.14,1253.0548934544827,1161.6529727906484,1348.025791902675,232.6,73.73387096774194,368.10568745229756,397.07875583436356,427.18191442357653,re_low_countries,3391,1,1
1819,1615,Low countries,3.1500000000000004,1339.0224161181422,1241.7153665058836,1440.1795891133993,247.5,78.21572580645162,392.27699657910523,423.02708972845085,454.99266697626274,re_low_countries,3064,1,1
1820,1616,Low countries,3.16,1424.9899387818018,1321.777760221119,1532.3333863241237,262.4,82.6975806451613,416.44830570591296,448.9754236225382,482.803419528949,re_low_countries,3269,1,1
1821,1617,Low countries,3.17,1510.9574614454614,1401.8401539363545,1624.487183534848,277.3,87.17943548387098,440.6196148327207,474.9237575166255,510.6141720816353,re_low_countries,3361,1,1
1822,1618,Low countries,3.18,1596.924984109121,1481.9025476515897,1716.6409807455723,292.2,91.66129032258064,464.79092395952836,500.8720914107128,538.4249246343215,re_low_countries,5118,1,1
1823,1619,Low countries,3.1900000000000004,1682.8925067727805,1561.9649413668249,1808.7947779562965,307.1,96.14314516129033,488.962233086336,526.8204253048001,566.2356771870077,re_low_countries,4620,1,1
1824,1620,Low countries,3.2,1768.86002943644,1642.0273350820603,1900.9485751670209,322.0,100.625,513.1335422131438,552.7687591988874,594.046429739694,re_low_countries,3493,1,1
