,individual_wikidata_id,decade,region_name,count_works,occupation,century,count
165772,Q21461028,1810,United Kingdom,29.0,Painter,1800,29.0
165779,Q21461036,1810,Northwestern Europe,5.0,Painter,1800,5.0
165780,Q21461036,1810,United Kingdom,5.0,Painter,1800,5.0
165799,Q21461070,1880,Northwestern Europe,4.0,Painter,1900,4.0
165800,Q21461070,1880,United Kingdom,4.0,Painter,1900,4.0
165894,Q21461376,1850,Northwestern Europe,5.0,Painter,1800,5.0
165895,Q21461376,1850,United Kingdom,5.0,Painter,1800,5.0
165929,Q21461438,1810,Low countries,6.0,Painter,1800,6.0
165931,Q21461438,1810,Northwestern Europe,6.0,Painter,1800,6.0
165981,Q21461605,1840,Italy,7.0,Painter,1800,7.0
165982,Q21461605,1840,Southwestern Europe,7.0,Painter,1800,7.0
165992,Q21461664,1880,Northwestern Europe,5.0,Painter,1900,5.0
165993,Q21461664,1880,United Kingdom,5.0,Painter,1900,5.0
165999,Q21461678,1840,Italy,5.0,Painter,1800,5.0
166000,Q21461678,1840,Southwestern Europe,5.0,Painter,1800,5.0
166028,Q21461883,1820,Northwestern Europe,7.0,Painter,1800,7.0
166029,Q21461883,1820,United Kingdom,7.0,Painter,1800,7.0
166136,Q21462432,1850,Northwestern Europe,6.0,Painter,1800,6.0
166137,Q21462432,1850,United Kingdom,6.0,Painter,1800,6.0
166290,Q21462954,1840,Northwestern Europe,8.0,Painter,1800,8.0
166291,Q21462954,1840,United Kingdom,8.0,Painter,1800,8.0
166342,Q21463069,1840,Northwestern Europe,35.0,Painter,1800,35.0
166343,Q21463069,1840,United Kingdom,35.0,Painter,1800,35.0
166373,Q21463145,1850,Northwestern Europe,4.0,Painter,1800,4.0
166374,Q21463145,1850,United Kingdom,4.0,Painter,1800,4.0
166393,Q21463241,1880,Northwestern Europe,14.0,Painter,1900,14.0
166394,Q21463241,1880,United Kingdom,14.0,Painter,1900,14.0
166433,Q21463336,1810,Northwestern Europe,6.0,Painter,1800,6.0
166434,Q21463336,1810,United Kingdom,6.0,Painter,1800,6.0
166449,Q21463434,1870,Northwestern Europe,13.0,Painter,1900,13.0
166450,Q21463434,1870,United Kingdom,13.0,Painter,1900,13.0
166545,Q21463719,1790,Northwestern Europe,11.0,Painter,1800,11.0
166546,Q21463719,1790,United Kingdom,11.0,Painter,1800,11.0
166619,Q21464038,1840,Low countries,4.0,Painter,1800,4.0
166621,Q21464038,1840,Northwestern Europe,4.0,Painter,1800,4.0
166644,Q21464145,1870,Northwestern Europe,9.0,Painter,1900,9.0
166645,Q21464145,1870,United Kingdom,9.0,Painter,1900,9.0
166665,Q21464291,1800,Northwestern Europe,7.0,Painter,1800,7.0
166666,Q21464291,1800,United Kingdom,7.0,Painter,1800,7.0
166668,Q21464294,1840,Low countries,4.0,Painter,1800,4.0
166670,Q21464294,1840,Northwestern Europe,4.0,Painter,1800,4.0
166676,Q21464317,1690,Low countries,7.0,Painter,1700,7.0
166678,Q21464317,1690,Northwestern Europe,7.0,Painter,1700,7.0
166697,Q21464374,1700,Northwestern Europe,5.0,Painter,1700,5.0
166698,Q21464374,1700,United Kingdom,5.0,Painter,1700,5.0
166731,Q21464434,1870,Italy,7.0,Painter,1900,7.0
166732,Q21464434,1870,Southwestern Europe,7.0,Painter,1900,7.0
166735,Q21464444,1850,Northwestern Europe,6.0,Sculptor,1800,6.0
166736,Q21464444,1850,United Kingdom,6.0,Sculptor,1800,6.0
166747,Q21464479,1840,Northwestern Europe,24.0,Painter,1800,24.0
166748,Q21464479,1840,United Kingdom,24.0,Painter,1800,24.0
166795,Q21464570,1880,Northwestern Europe,5.0,Painter,1900,5.0
166796,Q21464570,1880,United Kingdom,5.0,Painter,1900,5.0
166836,Q21464703,1850,Italy,7.0,Painter,1800,7.0
166837,Q21464703,1850,Southwestern Europe,7.0,Painter,1800,7.0
167068,Q21465396,1880,Northwestern Europe,4.0,Painter,1900,4.0
167069,Q21465396,1880,United Kingdom,4.0,Painter,1900,4.0
167108,Q21465450,1830,Northwestern Europe,13.0,Painter,1800,13.0
167109,Q21465450,1830,United Kingdom,13.0,Painter,1800,13.0
167123,Q21465527,1880,Northwestern Europe,21.0,Painter,1900,21.0
167124,Q21465527,1880,United Kingdom,21.0,Painter,1900,21.0
167170,Q21465682,1820,France,5.0,Painter,1800,5.0
167171,Q21465682,1820,Northwestern Europe,5.0,Painter,1800,5.0
167222,Q21465866,1860,Northwestern Europe,5.0,Painter,1900,5.0
167223,Q21465866,1860,United Kingdom,5.0,Painter,1900,5.0
167230,Q21465886,1860,Northwestern Europe,71.0,Painter,1900,71.0
167231,Q21465886,1860,United Kingdom,71.0,Painter,1900,71.0
167286,Q21466076,1860,Northwestern Europe,5.0,Painter,1900,5.0
167287,Q21466076,1860,United Kingdom,5.0,Painter,1900,5.0
167310,Q21466168,1850,Northwestern Europe,4.0,Painter,1800,4.0
167311,Q21466168,1850,United Kingdom,4.0,Painter,1800,4.0
167314,Q21466181,1880,Northwestern Europe,5.0,Painter,1900,5.0
167315,Q21466181,1880,United Kingdom,5.0,Painter,1900,5.0
167330,Q21466264,1860,Northwestern Europe,6.0,Painter,1900,6.0
167331,Q21466264,1860,United Kingdom,6.0,Painter,1900,6.0
167342,Q21466335,1810,Northwestern Europe,6.0,Painter,1800,6.0
167343,Q21466335,1810,United Kingdom,6.0,Painter,1800,6.0
167383,Q21466449,1830,Northwestern Europe,4.0,Painter,1800,4.0
167384,Q21466449,1830,United Kingdom,4.0,Painter,1800,4.0
167427,Q21466600,1850,Northwestern Europe,4.0,Painter,1800,4.0
167428,Q21466600,1850,United Kingdom,4.0,Painter,1800,4.0
167503,Q21466876,1850,Northwestern Europe,4.0,Painter,1800,4.0
167504,Q21466876,1850,United Kingdom,4.0,Painter,1800,4.0
167507,Q21466912,1760,Northwestern Europe,6.0,Painter,1800,6.0
167508,Q21466912,1760,United Kingdom,6.0,Painter,1800,6.0
167543,Q21467148,1830,Northwestern Europe,5.0,Painter,1800,5.0
167544,Q21467148,1830,United Kingdom,5.0,Painter,1800,5.0
167559,Q21468700,1790,German world,5.0,Painter,1800,5.0
167560,Q21468700,1790,Northwestern Europe,5.0,Painter,1800,5.0
167575,Q2147172,1630,Low countries,33.0,Painter,1600,33.0
167577,Q2147172,1630,Northwestern Europe,33.0,Painter,1600,33.0
167587,Q214737,1840,German world,4.0,Writer,1800,4.0
167589,Q214737,1840,Northwestern Europe,4.0,Writer,1800,4.0
167660,Q2148044,1670,German world,59.0,Painter,1700,59.0
167662,Q2148044,1670,Northwestern Europe,59.0,Painter,1700,59.0
167680,Q214816,1680,France,4.0,Writer,1700,4.0
167751,Q214899,1880,German world,27.0,Writer,1900,27.0
167753,Q214899,1880,Northwestern Europe,27.0,Writer,1900,27.0
167764,Q214907,1880,German world,5.0,Writer,1900,5.0
167766,Q214907,1880,Northwestern Europe,5.0,Writer,1900,5.0
167771,Q2149073,1690,Low countries,19.0,Painter,1700,19.0
167772,Q2149073,1690,Northwestern Europe,19.0,Painter,1700,19.0
167804,Q2149283,1640,Low countries,52.0,Painter,1600,52.0
167806,Q2149283,1640,Northwestern Europe,52.0,Painter,1600,52.0
167884,Q2149802,1870,German world,182.0,Writer,1900,182.0
167886,Q2149802,1870,Northwestern Europe,182.0,Writer,1900,182.0
167926,Q21500971,1850,Northwestern Europe,12.0,Sculptor,1800,12.0
167927,Q21500971,1850,United Kingdom,12.0,Sculptor,1800,12.0
167931,Q21501349,1880,Northwestern Europe,22.0,Painter,1900,22.0
167932,Q21501349,1880,United Kingdom,22.0,Painter,1900,22.0
167993,Q2150488,1840,Italy,20.0,Painter,1800,20.0
167994,Q2150488,1840,Southwestern Europe,20.0,Painter,1800,20.0
168114,Q2150655,1870,German world,7.0,Painter,1900,7.0
168116,Q2150655,1870,Northwestern Europe,7.0,Painter,1900,7.0
168141,Q215073,1840,German world,28.0,Painter,1800,28.0
168143,Q215073,1840,Northwestern Europe,28.0,Painter,1800,28.0
168179,Q215090,1880,German world,4.0,Writer,1900,4.0
168181,Q215090,1880,Northwestern Europe,4.0,Writer,1900,4.0
168221,Q2151024,1860,German world,45.0,Writer,1900,45.0
168223,Q2151024,1860,Northwestern Europe,45.0,Writer,1900,45.0
168250,Q215115,1790,German world,8.0,Performing Artist,1800,8.0
168252,Q215115,1790,Northwestern Europe,8.0,Performing Artist,1800,8.0
168355,Q215129,1750,German world,8.0,Painter,1800,8.0
168357,Q215129,1750,Northwestern Europe,8.0,Painter,1800,8.0
168518,Q21516430,1850,Northwestern Europe,4.0,Writer,1800,4.0
168519,Q21516430,1850,United Kingdom,4.0,Writer,1800,4.0
168526,Q21516511,1860,Northwestern Europe,4.0,Writer,1900,4.0
168527,Q21516511,1860,United Kingdom,4.0,Writer,1900,4.0
168675,Q21519651,1870,East Slavic,91.0,Writer,1900,91.0
168686,Q21519833,1750,France,5.0,Painter,1800,5.0
168687,Q21519833,1750,Northwestern Europe,5.0,Painter,1800,5.0
168813,Q21522375,1880,France,20.0,Writer,1900,20.0
168814,Q21522375,1880,Northwestern Europe,20.0,Writer,1900,20.0
168959,Q215251,1480,Low countries,52.0,Painter,1500,52.0
168960,Q215251,1480,Northwestern Europe,52.0,Painter,1500,52.0
169008,Q21529674,1660,German world,10.0,Painter,1700,10.0
169010,Q21529674,1660,Northwestern Europe,10.0,Painter,1700,10.0
169021,Q215305,1530,Italy,77.0,Architect,1500,77.0
169022,Q215305,1530,Southwestern Europe,77.0,Architect,1500,77.0
169079,Q21532328,1590,Italy,4.0,Architect,1600,4.0
169080,Q21532328,1590,Southwestern Europe,4.0,Architect,1600,4.0
169103,Q215339,1840,Nordic countries,90.0,Writer,1800,90.0
169104,Q215339,1840,Northwestern Europe,90.0,Writer,1800,90.0
169107,Q215346,1540,East Slavic,8.0,Writer,1500,8.0
169114,Q21535072,1650,German world,7.0,Painter,1600,7.0
169116,Q21535072,1650,Northwestern Europe,7.0,Painter,1600,7.0
169206,Q21540049,1560,Italy,5.0,Painter,1600,5.0
169207,Q21540049,1560,Southwestern Europe,5.0,Painter,1600,5.0
169216,Q215406,1860,German world,4.0,Writer,1900,4.0
169218,Q215406,1860,Northwestern Europe,4.0,Writer,1900,4.0
170934,Q21545040,1780,German world,5.0,Painter,1800,5.0
170936,Q21545040,1780,Northwestern Europe,5.0,Painter,1800,5.0
170962,Q21545052,1780,German world,19.0,Painter,1800,19.0
170964,Q21545052,1780,Northwestern Europe,19.0,Painter,1800,19.0
171753,Q215466,1800,German world,16.0,Writer,1800,16.0
171755,Q215466,1800,Northwestern Europe,16.0,Writer,1800,16.0
171843,Q21548390,1640,Italy,20.0,Painter,1600,20.0
171844,Q21548390,1640,Southwestern Europe,20.0,Painter,1600,20.0
171923,Q21549968,1780,France,8.0,Writer,1800,8.0
171924,Q21549968,1780,Northwestern Europe,8.0,Writer,1800,8.0
171942,Q2155112,1600,Southwestern Europe,10.0,Writer,1600,10.0
171943,Q2155112,1600,Spain,10.0,Writer,1600,10.0
171945,Q215515,1850,German world,54.0,Painter,1800,54.0
171947,Q215515,1850,Northwestern Europe,54.0,Painter,1800,54.0
171977,Q21552894,1570,Central Europe,5.0,Painter,1600,5.0
172115,Q21553436,1860,Low countries,30.0,Painter,1900,30.0
172117,Q21553436,1860,Northwestern Europe,30.0,Painter,1900,30.0
172160,Q2155480,1650,Italy,33.0,Painter,1600,33.0
172161,Q2155480,1650,Southwestern Europe,33.0,Painter,1600,33.0
172258,Q21556975,1800,Northwestern Europe,94.0,Sculptor,1800,94.0
172259,Q21556975,1800,United Kingdom,94.0,Sculptor,1800,94.0
172280,Q21557304,1660,Low countries,20.0,Painter,1700,20.0
172281,Q21557304,1660,Northwestern Europe,20.0,Painter,1700,20.0
172416,Q215590,1820,German world,27.0,Painter,1800,27.0
172418,Q215590,1820,Northwestern Europe,27.0,Painter,1800,27.0
172611,Q215658,1870,German world,4.0,Writer,1900,4.0
172613,Q215658,1870,Northwestern Europe,4.0,Writer,1900,4.0
172627,Q215670,1860,German world,7.0,Writer,1900,7.0
172629,Q215670,1860,Northwestern Europe,7.0,Writer,1900,7.0
172647,Q21567844,1680,German world,13.0,Painter,1700,13.0
172649,Q21567844,1680,Northwestern Europe,13.0,Painter,1700,13.0
172738,Q21569143,1760,France,5.0,Painter,1800,5.0
172739,Q21569143,1760,Northwestern Europe,5.0,Painter,1800,5.0
172757,Q215701,1860,German world,149.0,Writer,1900,149.0
172759,Q215701,1860,Northwestern Europe,149.0,Writer,1900,149.0
172786,Q215718,1790,German world,5.0,Painter,1800,5.0
172788,Q215718,1790,Northwestern Europe,5.0,Painter,1800,5.0
172797,Q215724,1840,German world,16.0,Painter,1800,16.0
172799,Q215724,1840,Northwestern Europe,16.0,Painter,1800,16.0
172805,Q215730,1810,German world,5.0,Writer,1800,5.0
172807,Q215730,1810,Northwestern Europe,5.0,Writer,1800,5.0
172833,Q2157535,1860,German world,7.0,Sculptor,1900,7.0
172835,Q2157535,1860,Northwestern Europe,7.0,Sculptor,1900,7.0
172872,Q2158012,1880,Low countries,9.0,Writer,1900,9.0
172873,Q2158012,1880,Northwestern Europe,9.0,Writer,1900,9.0
172879,Q2158027,1690,Low countries,41.0,Sculptor,1700,41.0
172880,Q2158027,1690,Northwestern Europe,41.0,Sculptor,1700,41.0
172886,Q2158110,1870,France,6.0,Writer,1900,6.0
172887,Q2158110,1870,Northwestern Europe,6.0,Writer,1900,6.0
173006,Q2158799,1840,Northwestern Europe,18.0,Painter,1800,18.0
173007,Q2158799,1840,United Kingdom,18.0,Painter,1800,18.0
173057,Q21590415,1830,Northwestern Europe,6.0,Painter,1800,6.0
173058,Q21590415,1830,United Kingdom,6.0,Painter,1800,6.0
173107,Q215931,1780,German world,4.0,Writer,1800,4.0
173109,Q215931,1780,Northwestern Europe,4.0,Writer,1800,4.0
173119,Q215935,1860,German world,6.0,Writer,1900,6.0
173121,Q215935,1860,Northwestern Europe,6.0,Writer,1900,6.0
173123,Q215945,1800,German world,4.0,Writer,1800,4.0
173125,Q215945,1800,Northwestern Europe,4.0,Writer,1800,4.0
173148,Q21595899,1780,Northwestern Europe,21.0,Sculptor,1800,21.0
173149,Q21595899,1780,United Kingdom,21.0,Sculptor,1800,21.0
173151,Q215961,1840,German world,15.0,Writer,1800,15.0
173153,Q215961,1840,Northwestern Europe,15.0,Writer,1800,15.0
173217,Q216013,1790,German world,4.0,Musician,1800,4.0
173219,Q216013,1790,Northwestern Europe,4.0,Musician,1800,4.0
173225,Q216018,1800,Central Europe,17.0,Painter,1800,17.0
173272,Q21606756,1860,Northwestern Europe,4.0,Writer,1900,4.0
173273,Q21606756,1860,United Kingdom,4.0,Writer,1900,4.0
173518,Q21609186,1860,Nordic countries,6.0,Painter,1900,6.0
173519,Q21609186,1860,Northwestern Europe,6.0,Painter,1900,6.0
173523,Q216092,1860,France,17.0,Writer,1900,17.0
173524,Q216092,1860,Northwestern Europe,17.0,Writer,1900,17.0
173527,Q21609234,1830,France,4.0,Painter,1800,4.0
173528,Q21609234,1830,Northwestern Europe,4.0,Painter,1800,4.0
173731,Q216127,1780,German world,5.0,Writer,1800,5.0
173733,Q216127,1780,Northwestern Europe,5.0,Writer,1800,5.0
173784,Q216156,1840,German world,5.0,Writer,1800,5.0
173786,Q216156,1840,Northwestern Europe,5.0,Writer,1800,5.0
173859,Q216313,1840,German world,48.0,Writer,1800,48.0
173861,Q216313,1840,Northwestern Europe,48.0,Writer,1800,48.0
173922,Q21634545,1540,France,4.0,Sculptor,1500,4.0
173923,Q21634545,1540,Northwestern Europe,4.0,Sculptor,1500,4.0
173930,Q21634557,1770,France,30.0,Painter,1800,30.0
173931,Q21634557,1770,Northwestern Europe,30.0,Painter,1800,30.0
173944,Q21635799,1800,Low countries,7.0,Painter,1800,7.0
173946,Q21635799,1800,Northwestern Europe,7.0,Painter,1800,7.0
173974,Q21637207,1580,Low countries,4.0,Painter,1600,4.0
173976,Q21637207,1580,Northwestern Europe,4.0,Painter,1600,4.0
173993,Q21637369,1630,Low countries,5.0,Sculptor,1600,5.0
173994,Q21637369,1630,Northwestern Europe,5.0,Sculptor,1600,5.0
173997,Q21637432,1880,France,17.0,Painter,1900,17.0
173998,Q21637432,1880,Northwestern Europe,17.0,Painter,1900,17.0
174013,Q21637540,1860,Low countries,10.0,Painter,1900,10.0
174014,Q21637540,1860,Northwestern Europe,10.0,Painter,1900,10.0
174021,Q21637608,1650,Low countries,10.0,Painter,1600,10.0
174022,Q21637608,1650,Northwestern Europe,10.0,Painter,1600,10.0
174053,Q21637794,1670,Low countries,5.0,Painter,1700,5.0
174054,Q21637794,1670,Northwestern Europe,5.0,Painter,1700,5.0
174065,Q21637831,1820,Low countries,23.0,Sculptor,1800,23.0
174066,Q21637831,1820,Northwestern Europe,23.0,Sculptor,1800,23.0
174093,Q21637993,1870,Low countries,4.0,Painter,1900,4.0
174094,Q21637993,1870,Northwestern Europe,4.0,Painter,1900,4.0
174109,Q21638123,1880,Low countries,6.0,Painter,1900,6.0
174110,Q21638123,1880,Northwestern Europe,6.0,Painter,1900,6.0
174129,Q21638339,1840,Low countries,4.0,Painter,1800,4.0
174130,Q21638339,1840,Northwestern Europe,4.0,Painter,1800,4.0
174141,Q21638377,1760,Low countries,17.0,Painter,1800,17.0
174142,Q21638377,1760,Northwestern Europe,17.0,Painter,1800,17.0
174156,Q21638538,1620,Low countries,5.0,Painter,1600,5.0
174158,Q21638538,1620,Northwestern Europe,5.0,Painter,1600,5.0
174177,Q21638670,1870,Low countries,4.0,Painter,1900,4.0
174178,Q21638670,1870,Northwestern Europe,4.0,Painter,1900,4.0
174189,Q21638757,1760,Low countries,4.0,Painter,1800,4.0
174190,Q21638757,1760,Northwestern Europe,4.0,Painter,1800,4.0
174227,Q216406,1870,Northwestern Europe,246.0,Painter,1900,246.0
174228,Q216406,1870,United Kingdom,246.0,Painter,1900,246.0
174252,Q2164445,1790,East Slavic,6.0,Writer,1800,6.0
174301,Q21644940,1840,France,10.0,Sculptor,1800,10.0
174302,Q21644940,1840,Northwestern Europe,10.0,Sculptor,1800,10.0
174354,Q21645303,1780,France,25.0,Sculptor,1800,25.0
174355,Q21645303,1780,Northwestern Europe,25.0,Sculptor,1800,25.0
174358,Q21645365,1700,Low countries,4.0,Painter,1700,4.0
174359,Q21645365,1700,Northwestern Europe,4.0,Painter,1700,4.0
174362,Q21645370,1840,France,4.0,Painter,1800,4.0
174363,Q21645370,1840,Northwestern Europe,4.0,Painter,1800,4.0
174397,Q21645657,1880,Low countries,13.0,Sculptor,1900,13.0
174398,Q21645657,1880,Northwestern Europe,13.0,Sculptor,1900,13.0
174408,Q21645701,1660,Low countries,4.0,Painter,1700,4.0
174410,Q21645701,1660,Northwestern Europe,4.0,Painter,1700,4.0
174428,Q2164632,1820,France,20.0,Painter,1800,20.0
174429,Q2164632,1820,Northwestern Europe,20.0,Painter,1800,20.0
174444,Q21646381,1810,France,4.0,Sculptor,1800,4.0
174445,Q21646381,1810,Northwestern Europe,4.0,Sculptor,1800,4.0
174460,Q21646411,1840,Low countries,9.0,Sculptor,1800,9.0
174461,Q21646411,1840,Northwestern Europe,9.0,Sculptor,1800,9.0
174476,Q21646480,1840,Low countries,4.0,Painter,1800,4.0
174477,Q21646480,1840,Northwestern Europe,4.0,Painter,1800,4.0
174500,Q21646558,1770,Low countries,15.0,Painter,1800,15.0
174501,Q21646558,1770,Northwestern Europe,15.0,Painter,1800,15.0
174512,Q21646583,1840,Northwestern Europe,9.0,Sculptor,1800,9.0
174513,Q21646583,1840,United Kingdom,9.0,Sculptor,1800,9.0
174517,Q21646595,1660,German world,6.0,Painter,1700,6.0
174519,Q21646595,1660,Northwestern Europe,6.0,Painter,1700,6.0
174558,Q21646838,1840,Low countries,10.0,Painter,1800,10.0
174559,Q21646838,1840,Northwestern Europe,10.0,Painter,1800,10.0
174572,Q21646933,1640,Low countries,4.0,Painter,1600,4.0
174574,Q21646933,1640,Northwestern Europe,4.0,Painter,1600,4.0
174582,Q21647558,1800,France,6.0,Painter,1800,6.0
174583,Q21647558,1800,Northwestern Europe,6.0,Painter,1800,6.0
174832,Q216692,1720,Nordic countries,27.0,Performing Artist,1700,27.0
174833,Q216692,1720,Northwestern Europe,27.0,Performing Artist,1700,27.0
174848,Q2167735,1860,Low countries,10.0,Painter,1900,10.0
174849,Q2167735,1860,Northwestern Europe,10.0,Painter,1900,10.0
174851,Q2167817,1680,Low countries,68.0,Painter,1700,68.0
174853,Q2167817,1680,Northwestern Europe,68.0,Painter,1700,68.0
174856,Q216811,1870,Northwestern Europe,12.0,Writer,1900,12.0
174857,Q216811,1870,United Kingdom,12.0,Writer,1900,12.0
174878,Q216838,1810,Northwestern Europe,26.0,Writer,1800,26.0
174879,Q216838,1810,United Kingdom,26.0,Writer,1800,26.0
174915,Q2168697,1460,Italy,4.0,Painter,1500,4.0
174916,Q2168697,1460,Southwestern Europe,4.0,Painter,1500,4.0
174919,Q216873,1860,France,165.0,Painter,1900,165.0
174920,Q216873,1860,Northwestern Europe,165.0,Painter,1900,165.0
174923,Q216895,620,Indian world,6.0,Writer,600,6.0
174925,Q216904,1870,Nordic countries,23.0,Performing Artist,1900,23.0
174926,Q216904,1870,Northwestern Europe,23.0,Performing Artist,1900,23.0
174940,Q21693930,1810,Nordic countries,22.0,Painter,1800,22.0
174941,Q21693930,1810,Northwestern Europe,22.0,Painter,1800,22.0
174980,Q21696265,1840,France,5.0,Painter,1800,5.0
174981,Q21696265,1840,Northwestern Europe,5.0,Painter,1800,5.0
175001,Q216999,1810,France,100.0,Painter,1800,100.0
175002,Q216999,1810,Northwestern Europe,100.0,Painter,1800,100.0
175031,Q21705888,1810,Italy,9.0,Painter,1800,9.0
175032,Q21705888,1810,Southwestern Europe,9.0,Painter,1800,9.0
175034,Q21705890,1690,Nordic countries,4.0,Painter,1700,4.0
175035,Q21705890,1690,Northwestern Europe,4.0,Painter,1700,4.0
175064,Q21708055,1760,Italy,10.0,Sculptor,1800,10.0
175065,Q21708055,1760,Southwestern Europe,10.0,Sculptor,1800,10.0
175087,Q21708651,1750,German world,5.0,Painter,1800,5.0
175088,Q21708651,1750,Northwestern Europe,5.0,Painter,1800,5.0
175134,Q2171397,1860,Low countries,14.0,Painter,1900,14.0
175135,Q2171397,1860,Northwestern Europe,14.0,Painter,1900,14.0
175281,Q21727807,1780,Northwestern Europe,168.0,Painter,1800,168.0
175282,Q21727807,1780,United Kingdom,168.0,Painter,1800,168.0
175304,Q2172930,1860,German world,8.0,Painter,1900,8.0
175306,Q2172930,1860,Northwestern Europe,8.0,Painter,1900,8.0
175312,Q2172975,1880,German world,13.0,Painter,1900,13.0
175314,Q2172975,1880,Northwestern Europe,13.0,Painter,1900,13.0
175324,Q2173092,1840,German world,8.0,Painter,1800,8.0
175326,Q2173092,1840,Northwestern Europe,8.0,Painter,1800,8.0
175359,Q2173638,1880,German world,16.0,Painter,1900,16.0
175360,Q2173638,1880,Northwestern Europe,16.0,Painter,1900,16.0
175370,Q2173787,1870,German world,5.0,Sculptor,1900,5.0
175372,Q2173787,1870,Northwestern Europe,5.0,Sculptor,1900,5.0
175424,Q217442,680,Arabic world,9.0,Writer,700,9.0
175425,Q217442,680,Greek World,9.0,Writer,700,9.0
175452,Q2174489,1820,German world,5.0,Painter,1800,5.0
175454,Q2174489,1820,Northwestern Europe,5.0,Painter,1800,5.0
175465,Q217470,1780,East Slavic,5.0,Writer,1800,5.0
175501,Q21750194,1470,Central Europe,13.0,Painter,1500,13.0
175510,Q21751552,1840,France,7.0,Painter,1800,7.0
175511,Q21751552,1840,Northwestern Europe,7.0,Painter,1800,7.0
175513,Q21751569,1840,Low countries,5.0,Painter,1800,5.0
175515,Q21751569,1840,Northwestern Europe,5.0,Painter,1800,5.0
175519,Q2175259,1650,Low countries,16.0,Painter,1600,16.0
175520,Q2175259,1650,Northwestern Europe,16.0,Painter,1600,16.0
175535,Q2175572,1740,Low countries,86.0,Sculptor,1700,86.0
175537,Q2175572,1740,Northwestern Europe,86.0,Sculptor,1700,86.0
175564,Q21759885,1800,France,5.0,Painter,1800,5.0
175565,Q21759885,1800,Northwestern Europe,5.0,Painter,1800,5.0
175582,Q217640,1640,Low countries,31.0,Painter,1600,31.0
175584,Q217640,1640,Northwestern Europe,31.0,Painter,1600,31.0
175592,Q217648,1650,Low countries,152.0,Painter,1600,152.0
175594,Q217648,1650,Northwestern Europe,152.0,Painter,1600,152.0
175597,Q2176541,1870,Italy,37.0,Writer,1900,37.0
175598,Q2176541,1870,Southwestern Europe,37.0,Writer,1900,37.0
175616,Q217715,1670,Low countries,279.0,Painter,1700,279.0
175618,Q217715,1670,Northwestern Europe,279.0,Painter,1700,279.0
175663,Q2178060,1880,Low countries,9.0,Painter,1900,9.0
175664,Q2178060,1880,Northwestern Europe,9.0,Painter,1900,9.0
175680,Q21787567,1840,German world,4.0,Painter,1800,4.0
175681,Q21787567,1840,Northwestern Europe,4.0,Painter,1800,4.0
175707,Q2179133,1880,Low countries,6.0,Painter,1900,6.0
175708,Q2179133,1880,Northwestern Europe,6.0,Painter,1900,6.0
175731,Q2179710,1860,Northwestern Europe,420.0,Painter,1900,420.0
175732,Q2179710,1860,United Kingdom,420.0,Painter,1900,420.0
175758,Q21808995,1860,Low countries,115.0,Painter,1900,115.0
175759,Q21808995,1860,Northwestern Europe,115.0,Painter,1900,115.0
175762,Q21809332,1860,Low countries,61.0,Painter,1900,61.0
175763,Q21809332,1860,Northwestern Europe,61.0,Painter,1900,61.0
175770,Q21809560,1860,Low countries,44.0,Painter,1900,44.0
175771,Q21809560,1860,Northwestern Europe,44.0,Painter,1900,44.0
175773,Q21809630,1880,Central Europe,12.0,Writer,1900,12.0
175791,Q21810607,1790,German world,18.0,Painter,1800,18.0
175793,Q21810607,1790,Northwestern Europe,18.0,Painter,1800,18.0
175799,Q21810613,1840,Low countries,14.0,Painter,1800,14.0
175800,Q21810613,1840,Northwestern Europe,14.0,Painter,1800,14.0
175803,Q21810632,1600,Low countries,14.0,Sculptor,1600,14.0
175804,Q21810632,1600,Northwestern Europe,14.0,Sculptor,1600,14.0
175821,Q21810669,1860,Low countries,14.0,Sculptor,1900,14.0
175822,Q21810669,1860,Northwestern Europe,14.0,Sculptor,1900,14.0
175836,Q21815242,1790,Low countries,21.0,Painter,1800,21.0
175837,Q21815242,1790,Northwestern Europe,21.0,Painter,1800,21.0
175846,Q21815413,1840,Low countries,10.0,Painter,1800,10.0
175847,Q21815413,1840,Northwestern Europe,10.0,Painter,1800,10.0
175850,Q21815952,1790,Low countries,10.0,Painter,1800,10.0
175851,Q21815952,1790,Northwestern Europe,10.0,Painter,1800,10.0
175857,Q21817012,1880,Nordic countries,4.0,Painter,1900,4.0
175858,Q21817012,1880,Northwestern Europe,4.0,Painter,1900,4.0
175890,Q21823276,1670,France,6.0,Sculptor,1700,6.0
175891,Q21823276,1670,Northwestern Europe,6.0,Sculptor,1700,6.0
175915,Q2182968,1860,Low countries,6.0,Painter,1900,6.0
175916,Q2182968,1860,Northwestern Europe,6.0,Painter,1900,6.0
175955,Q2183492,1860,Low countries,10.0,Painter,1900,10.0
175957,Q2183492,1860,Northwestern Europe,10.0,Painter,1900,10.0
175959,Q2183510,1660,Low countries,12.0,Painter,1700,12.0
175961,Q2183510,1660,Northwestern Europe,12.0,Painter,1700,12.0
175963,Q2183916,1570,Low countries,17.0,Painter,1600,17.0
175965,Q2183916,1570,Northwestern Europe,17.0,Painter,1600,17.0
175968,Q21842514,1880,Italy,5.0,Painter,1900,5.0
175969,Q21842514,1880,Southwestern Europe,5.0,Painter,1900,5.0
175990,Q21844802,1880,Southwestern Europe,6.0,Sculptor,1900,6.0
