,year,region_name,population_interpolated,N_est,lower,upper,score,score_cap,lower_cap,N_est_cap,upper_cap,region_code,gdp_per_capita
307,1560,Nordic countries,1.634,308.14820886478174,242.22898705422224,380.97373651227474,12,7.343941248470013,148.24295413355097,188.5851951436853,233.15406151302005,re_nordic_countries,1610
308,1570,Nordic countries,1.663,235.30762792924384,186.795999876682,288.7055675360161,7,4.2092603728202045,112.32471429746361,141.4958676664124,173.60527212027424,re_nordic_countries,1755
309,1580,Nordic countries,1.692,471.058110810445,377.294922388984,573.9246125737643,30,17.73049645390071,222.98754278308746,278.4031387768587,339.19894360151557,re_nordic_countries,1478
310,1590,Nordic countries,1.721,426.10651454056784,344.72037592555307,514.5381638979509,9,5.229517722254503,200.3023683472127,247.59239659533284,298.9762718756251,re_nordic_countries,1510
311,1600,Nordic countries,1.75,739.6558789655496,604.4087900678937,885.7474434806068,33,18.857142857142858,345.3764514673679,422.66050226602835,506.1413962746324,re_nordic_countries,1258
312,1610,Nordic countries,1.81,495.2423524155362,408.5547919219003,588.8782850044014,23,12.707182320441989,225.72087951486202,273.61455934560007,325.3471187869621,re_nordic_countries,1486
313,1620,Nordic countries,1.87,807.5298545121556,673.4554942192661,951.1384366243666,47,25.13368983957219,360.1366279247412,431.83414679794413,508.6301800130302,re_nordic_countries,1623
314,1630,Nordic countries,1.93,921.371220623186,774.6920790197959,1078.6193781630554,28,14.507772020725389,401.39485959574915,477.39441483066634,558.8701441259354,re_nordic_countries,1423
315,1640,Nordic countries,1.99,1234.8264184235877,1047.8213791488326,1435.3631367890678,70,35.175879396984925,526.5434066074536,620.5157881525566,721.2880084367175,re_nordic_countries,1701
316,1650,Nordic countries,2.05,1288.2340169058386,1101.7724799559555,1490.8421752440197,36,17.5609756097561,537.4499902224173,628.4068375150433,727.2400854848877,re_nordic_countries,1388
317,1660,Nordic countries,2.1100000000000003,1814.600824607032,1561.845128514949,2086.656653453682,75,35.545023696682456,740.2109613814923,860.0003908090198,988.9368025846832,re_nordic_countries,1726
318,1670,Nordic countries,2.17,1474.6222435030402,1276.570776741483,1688.6092751862186,57,26.267281105990783,588.2814639361674,679.549420969143,778.1609563070132,re_nordic_countries,1838
319,1680,Nordic countries,2.23,1850.1174032740184,1610.6455569793584,2109.392385408599,99,44.39461883408072,722.2625816050935,829.6490597641339,945.9158678962326,re_nordic_countries,1876
320,1690,Nordic countries,2.29,1408.436610313418,1231.331670180844,1598.7271690129664,65,28.38427947598253,537.699419292945,615.0378210975624,698.13413494016,re_nordic_countries,1881
321,1700,Nordic countries,2.35,2563.0953444277347,2243.0468878661222,2899.6319708612427,99,42.12765957446808,954.4880373898392,1090.6788699692488,1233.8859450473374,re_nordic_countries,2002
322,1710,Nordic countries,2.47,2946.064554892027,2583.5092091022807,3326.583153326715,67,27.12550607287449,1045.9551453855386,1192.7386861911039,1346.7947989176982,re_nordic_countries,1913
323,1720,Nordic countries,2.59,4343.819255946122,3821.503667146189,4890.9556646478295,99,38.22393822393823,1475.484041369185,1677.1502918710898,1888.3998705203976,re_nordic_countries,1921
324,1730,Nordic countries,2.71,3625.362834086456,3199.1866946243013,4079.039974621686,86,31.734317343173434,1180.5116954333216,1337.7722635005373,1505.1808024434265,re_nordic_countries,1787
325,1740,Nordic countries,2.83,4616.138052717852,4087.0100292707048,5181.568372512925,190,67.13780918727915,1444.1731552193303,1631.1441882395236,1830.9428878137542,re_nordic_countries,1500
326,1750,Nordic countries,2.95,4691.222121168365,4177.69673777381,5242.965506701758,160,54.23728813559322,1416.1683856860373,1590.244786836734,1777.2764429497486,re_nordic_countries,1554
327,1760,Nordic countries,3.0700000000000003,5344.798165674001,4784.910829502655,5945.170070892188,249,81.10749185667751,1558.6028760594968,1740.9766011967429,1936.5374823753054,re_nordic_countries,1669
328,1770,Nordic countries,3.1900000000000004,4409.167640074743,3971.881487089272,4874.563520751774,193,60.501567398119114,1245.1039144480476,1382.1842131895744,1528.0763387936595,re_nordic_countries,1454
329,1780,Nordic countries,3.31,6292.853784771372,5714.113283398524,6911.574698308099,296,89.42598187311178,1726.3182125071069,1901.1642854294175,2088.08903272148,re_nordic_countries,1594
330,1790,Nordic countries,3.43,5706.6349916924,5210.273351591883,6234.028700631053,266,77.55102040816327,1519.030131659441,1663.7419800852476,1817.5010789011815,re_nordic_countries,1602
331,1800,Nordic countries,3.55,8457.884696995176,7771.112118723048,9194.317654095006,299,84.22535211267606,2189.045667245929,2382.502731547937,2589.94863495634,re_nordic_countries,1366
332,1810,Nordic countries,3.853,8157.352081279029,7528.471725117882,8828.466120912379,282,73.18972229431611,1953.9246626311656,2117.143026545297,2291.3226371431037,re_nordic_countries,1320
333,1820,Nordic countries,4.156,12916.722744009505,11916.748802512033,13959.21495660998,406,97.69008662175169,2867.3601545986608,3107.9698614074846,3358.8101435538933,re_nordic_countries,1415
334,1830,Nordic countries,4.459,11026.503244112584,10119.317536764684,11990.467866638988,387,86.79076026014802,2269.414114546913,2472.864598365684,2689.0486357118166,re_nordic_countries,1468
335,1840,Nordic countries,4.762,16465.24761826261,14930.61415689222,18069.509352109733,604,126.837463250735,3135.366265622054,3457.6328471782044,3794.5210735215737,re_nordic_countries,1568
336,1850,Nordic countries,5.065,8143.533979617166,7241.561595481852,9087.339420509916,664,131.09575518262585,1429.7258826222808,1607.8053266766367,1794.1440119466763,re_nordic_countries,1715
337,1260,United Kingdom,3.67,59.019152796455046,37.41382695241717,83.84027435363907,8,2.1798365122615806,10.19450325678942,16.081513023557232,22.84476140426133,re_united_kingdom,1292
338,1270,United Kingdom,3.815,15.003188028299666,9.565584650829669,21.23336423081424,1,0.2621231979030144,2.5073616384874624,3.93268362471813,5.565757334420509,re_united_kingdom,1192
339,1280,United Kingdom,3.96,76.09079169083235,48.899802427909805,107.1707005598752,12,3.0303030303030303,12.34843495654288,19.214846386573825,27.063308222190706,re_united_kingdom,1058
