,year,region_name,population_interpolated,N_est,lower,upper,score,score_cap,lower_cap,N_est_cap,upper_cap,region_code,country_code_maddison,gdp_per_capita
35,1846,Eastern Europe,39.6,34107.951613551086,31825.35942813035,36473.71488792384,1617.4,40.86710239651416,803.9246605913658,861.6340199700217,921.4433180966848,re_eastern_europe,POL,944
36,1847,Eastern Europe,39.825,34209.34133289648,31933.328274927342,36569.09594638519,1619.8,40.69353667392883,802.0622288714152,859.2718760326561,918.5839646328177,re_eastern_europe,POL,956
37,1848,Eastern Europe,40.05,34310.73105224187,32041.297121724332,36664.47700484655,1622.2,40.5199709513435,800.1997971514646,856.9097320952907,915.7246111689506,re_eastern_europe,POL,960
38,1849,Eastern Europe,40.275,34412.120771587266,32149.265968521326,36759.858063307904,1624.6,40.34640522875817,798.3373654315141,854.5475881579251,912.8652577050833,re_eastern_europe,POL,960
39,1850,Eastern Europe,40.5,34513.51049093266,32257.23481531832,36855.23912176926,1627.0,40.17283950617284,796.4749337115635,852.1854442205596,910.0059042412162,re_eastern_europe,POL,985
40,1851,Eastern Europe,40.96,35762.135713287375,33408.76048821982,38202.89836806327,1691.1,41.18438038925844,813.8839626116562,871.1792339769511,930.6058273086895,re_eastern_europe,POL,1038
41,1852,Eastern Europe,41.42,37010.760935642094,34560.286161121316,39550.55761435727,1755.2,42.19592127234404,831.2929915117488,890.1730237333426,951.2057503761629,re_eastern_europe,POL,1062
42,1853,Eastern Europe,41.88,38259.38615799681,35711.81183402282,40898.21686065128,1819.3,43.20746215542964,848.7020204118414,909.1668134897341,971.8056734436362,re_eastern_europe,POL,1108
43,1854,Eastern Europe,42.34,39508.01138035152,36863.33750692431,42245.87610694529,1883.4,44.21900303851523,866.1110493119342,928.1606032461256,992.4055965111096,re_eastern_europe,POL,1133
44,1855,Eastern Europe,42.8,40756.63660270623,38014.863179825814,43593.53535323929,1947.5,45.230543921600834,883.5200782120269,947.154393002517,1013.0055195785828,re_eastern_europe,POL,1162
45,1856,Eastern Europe,43.26,42005.26182506095,39166.38885272731,44941.1945995333,2011.6,46.24208480468643,900.9291071121195,966.1481827589087,1033.6054426460562,re_eastern_europe,POL,1159
46,1857,Eastern Europe,43.72,43253.887047415665,40317.91452562881,46288.85384582731,2075.7,47.25362568777203,918.3381360122121,985.1419725153002,1054.2053657135295,re_eastern_europe,POL,1183
47,1858,Eastern Europe,44.18,44502.51226977038,41469.44019853031,47636.51309212131,2139.8,48.26516657085763,935.7471649123048,1004.1357622716916,1074.805288781003,re_eastern_europe,POL,1237
48,1859,Eastern Europe,44.64,45751.1374921251,42620.96587143181,48984.17233841532,2203.9,49.276707453943224,953.1561938123975,1023.1295520280831,1095.4052118484763,re_eastern_europe,POL,1296
49,1860,Eastern Europe,45.1,46999.76271447981,43772.49154433331,50331.83158470933,2268.0,50.288248337028826,970.5652227124901,1042.1233417844746,1116.0051349159496,re_eastern_europe,POL,1358
50,1861,Eastern Europe,45.56,46897.40521495886,43628.20555149097,50272.84648254681,2268.1,49.82481585745069,958.6789853827098,1030.4184275643177,1104.4890893581255,re_eastern_europe,POL,1387
51,1862,Eastern Europe,46.02,46795.04771543792,43483.91955864863,50213.86138038428,2268.2,49.361383377872556,946.7927480529295,1018.7135133441606,1092.9730438003012,re_eastern_europe,POL,1376
52,1863,Eastern Europe,46.480000000000004,46692.69021591697,43339.633565806296,50154.87627822176,2268.3,48.897950898294425,934.9065107231492,1007.0085991240035,1081.456998242477,re_eastern_europe,POL,1387
53,1864,Eastern Europe,46.940000000000005,46590.33271639603,43195.34757296396,50095.89117605923,2268.4,48.43451841871629,923.0202733933688,995.3036849038465,1069.940952684653,re_eastern_europe,POL,1420
54,1865,Eastern Europe,47.400000000000006,46487.97521687508,43051.06158012162,50036.90607389671,2268.5,47.97108593913815,911.1340360635885,983.5987706836895,1058.4249071268287,re_eastern_europe,POL,1446
55,1866,Eastern Europe,47.86,46385.61771735413,42906.775587279284,49977.92097173419,2268.6,47.50765345956002,899.2477987338082,971.8938564635324,1046.9088615690046,re_eastern_europe,POL,1470
56,1867,Eastern Europe,48.32,46283.26021783319,42762.48959443695,49918.93586957166,2268.7,47.04422097998189,887.3615614040278,960.1889422433753,1035.3928160111805,re_eastern_europe,POL,1516
57,1868,Eastern Europe,48.78,46180.90271831224,42618.203601594614,49859.95076740914,2268.8,46.58078850040375,875.4753240742475,948.4840280232183,1023.8767704533562,re_eastern_europe,POL,1556
58,1869,Eastern Europe,49.24,46078.545218791296,42473.91760875227,49800.96566524661,2268.9,46.11735602082561,863.5890867444672,936.7791138030614,1012.3607248955321,re_eastern_europe,POL,1559
59,1870,Eastern Europe,49.7,45976.18771927035,42329.63161590994,49741.980563084086,2269.0,45.65392354124748,851.7028494146869,925.0741995829043,1000.8446793377079,re_eastern_europe,POL,1575
60,1871,Eastern Europe,50.160000000000004,48992.63066131969,44979.18874491123,53129.503412329424,2423.7,48.116155496515,893.2824777437944,972.7889106370701,1054.7513883017962,re_eastern_europe,POL,1576
61,1872,Eastern Europe,50.620000000000005,52009.073603369034,47628.74587391253,56517.02626157476,2578.4,50.57838745178252,934.862106072902,1020.503621691236,1108.6580972658844,re_eastern_europe,POL,1599
62,1873,Eastern Europe,51.08,55025.51654541837,50278.30300291382,59904.5491108201,2733.1,53.04061940705003,976.4417344020094,1068.2183327454018,1162.5648062299729,re_eastern_europe,POL,1653
63,1874,Eastern Europe,51.54,58041.95948746771,52927.86013191511,63292.07196006544,2887.8,55.50285136231755,1018.0213627311169,1115.9330437995677,1216.471515194061,re_eastern_europe,POL,1682
64,1875,Eastern Europe,52.0,61058.40242951705,55577.41726091641,66679.59480931077,3042.5,57.96508331758507,1059.6009910602245,1163.6477548537337,1270.3782241581494,re_eastern_europe,POL,1686
65,1876,Eastern Europe,52.46,64074.8453715664,58226.974389917705,70067.11765855612,3197.2,60.42731527285259,1101.1806193893322,1211.3624659078996,1324.2849331222376,re_eastern_europe,POL,1733
66,1877,Eastern Europe,52.92,67091.28831361575,60876.531518919,73454.64050780146,3351.8999999999996,62.88954722812011,1142.7602477184396,1259.0771769620653,1378.1916420863258,re_eastern_europe,POL,1761
67,1878,Eastern Europe,53.379999999999995,70107.73125566509,63526.08864792029,76842.1633570468,3506.6,65.35177918338762,1184.339876047547,1306.7918880162313,1432.0983510504143,re_eastern_europe,POL,1800
68,1879,Eastern Europe,53.839999999999996,73124.17419771443,66175.64577692159,80229.68620629213,3661.3,67.81401113865515,1225.9195043766547,1354.506599070397,1486.0050600145025,re_eastern_europe,POL,1835
69,1880,Eastern Europe,54.3,76140.61713976377,68825.20290592288,83617.20905553747,3816.0,70.27624309392266,1267.4991327057621,1402.221310124563,1539.9117689785908,re_eastern_europe,POL,1886
70,1820,France,31.8,7562.231776481338,7221.178230980345,7905.712637240638,1093.0,34.37106918238994,227.08107644592278,237.8060307069603,248.60731563649804,re_france,FRA,1809
71,1821,France,31.94,7693.724733844334,7349.840290968999,8040.893436256066,1115.2,34.89480563764492,229.99886889430306,240.76386543780433,251.63068234813412,re_france,FRA,1953
72,1822,France,32.08,7825.21769120733,7478.502350957653,8176.074235271493,1137.4,35.418542092899905,232.9166613426833,243.72170016864837,254.6540490597702,re_france,FRA,1875
73,1823,France,32.22,7956.710648570326,7607.164410946308,8311.25503428692,1159.6,35.94227854815488,235.8344537910636,246.67953489949238,257.67741577140623,re_france,FRA,1934
74,1824,France,32.36,8088.203605933322,7735.826470934962,8446.435833302348,1181.8,36.466015003409865,238.75224623944388,249.63736963033642,260.7007824830423,re_france,FRA,1986
75,1825,France,32.5,8219.696563296318,7864.488530923616,8581.616632317775,1204.0,36.98975145866485,241.67003868782416,252.59520436118044,263.7241491946784,re_france,FRA,1898
76,1826,France,32.64,8351.189520659314,7993.150590912271,8716.797431333202,1226.2,37.51348791391983,244.58783113620441,255.55303909202445,266.74751590631445,re_france,FRA,1949
77,1827,France,32.78,8482.68247802231,8121.812650900925,8851.97823034863,1248.4,38.037224369174815,247.5056235845847,258.51087382286846,269.7708826179505,re_france,FRA,1908
78,1828,France,32.92,8614.175435385307,8250.474710889579,8987.159029364057,1270.6,38.56096082442979,250.42341603296498,261.46870855371253,272.7942493295866,re_france,FRA,1897
79,1829,France,33.06,8745.668392748303,8379.136770878235,9122.339828379485,1292.8,39.084697279684775,253.34120848134523,264.42654328455654,275.81761604122266,re_france,FRA,1946
80,1830,France,33.2,8877.161350111299,8507.798830866888,9257.520627394912,1315.0,39.60843373493976,256.2590009297255,267.38437801540056,278.84098275285874,re_france,FRA,1898
81,1831,France,33.34,9513.056329948302,9120.47040467211,9916.605783497773,1409.4,42.17649209554983,272.9293857180221,284.6809435331707,296.76142837475066,re_france,FRA,1926
82,1832,France,33.480000000000004,10148.951309785305,9733.141978477333,10575.690939600632,1503.8,44.7445504561599,289.59977050631863,301.97750905094085,314.6818739966426,re_france,FRA,2091
83,1833,France,33.620000000000005,10784.846289622308,10345.813552282558,11234.776095703493,1598.2,47.312608816769966,306.2701552946152,319.274074568711,332.60231961853447,re_france,FRA,2053
84,1834,France,33.760000000000005,11420.741269459311,10958.48512608778,11893.861251806353,1692.6,49.88066717738004,322.9405400829118,336.57064008648115,350.5227652404264,re_france,FRA,2056
85,1835,France,33.900000000000006,12056.636249296316,11571.156699893003,12552.946407909214,1787.0,52.448725537990114,339.61092487120834,353.8672056042513,368.4432108623183,re_france,FRA,2125
86,1836,France,34.04,12692.53122913332,12183.828273698226,13212.031564012075,1881.4,55.01678389860018,356.2813096595049,371.16377112202144,386.36365648421025,re_france,FRA,2090
87,1837,France,34.18,13328.426208970322,12796.499847503448,13871.116720114936,1975.8000000000002,57.58484225921025,372.9516944478015,388.4603366397916,404.2841021061022,re_france,FRA,2118
88,1838,France,34.32,13964.321188807326,13409.17142130867,14530.201876217796,2070.2,60.15290061982032,389.6220792360981,405.75690215756174,422.20454772799405,re_france,FRA,2211
89,1839,France,34.46,14600.216168644329,14021.842995113893,15189.287032320655,2164.6,62.720958980430396,406.29246402439463,423.0534676753319,440.12499334988604,re_france,FRA,2130
90,1840,France,34.6,15236.111148481332,14634.514568919118,15848.372188423516,2259.0,65.28901734104046,422.9628488126912,440.35003319310204,458.0454389717779,re_france,FRA,2276
91,1841,France,34.74,15177.483231573071,14579.336831370523,15785.500706608616,2247.2,64.70733782915863,419.7852783576254,437.00900759434387,454.51772110314045,re_france,FRA,2321
92,1842,France,34.88,15118.855314664812,14524.15909382193,15722.629224793716,2235.4,64.12565831727682,416.6077079025595,433.6679819955857,450.990003234503,re_france,FRA,2260
93,1843,France,35.02,15060.227397756551,14468.981356273336,15659.757742978816,2223.6,63.54397880539499,413.4301374474937,430.3269563968275,447.46228536586545,re_france,FRA,2370
94,1844,France,35.160000000000004,15001.599480848292,14413.803618724744,15596.886261163916,2211.8,62.96229929351317,410.25256699242783,426.9859307980693,443.934567497228,re_france,FRA,2444
95,1845,France,35.3,14942.971563940031,14358.625881176149,15534.014779349014,2200.0,62.38061978163134,407.07499653736204,423.64490519931115,440.4068496285905,re_france,FRA,2359
96,1846,France,35.44,14884.34364703177,14303.448143627555,15471.143297534114,2188.2,61.798940269749515,403.8974260822962,420.303879600553,436.87913175995305,re_france,FRA,2356
97,1847,France,35.58,14825.715730123511,14248.270406078962,15408.271815719214,2176.4,61.21726075786769,400.71985562723034,416.9628540017948,433.3514138913156,re_france,FRA,2606
98,1848,France,35.72,14767.08781321525,14193.092668530368,15345.400333904314,2164.6,60.63558124598587,397.5422851721645,413.6218284030366,429.82369602267806,re_france,FRA,2437
99,1849,France,35.86,14708.459896306991,14137.914930981775,15282.528852089414,2152.8,60.053901734104045,394.36471471709865,410.28080280427844,426.2959781540406,re_france,FRA,2506
100,1850,France,36.0,14649.83197939873,14082.73719343318,15219.657370274514,2141.0,59.47222222222222,391.1871442620328,406.9397772055203,422.76826028540313,re_france,FRA,2546
101,1851,France,36.1,15108.111841092343,14516.006665708514,15703.401914598926,2207.9,61.119594594594595,401.83986744714446,418.22588217776513,434.6998202393456,re_france,FRA,2499
102,1852,France,36.2,15566.391702785953,14949.276137983848,16187.146458923338,2274.8,62.76696696696697,412.49259063225605,429.51198715001,446.6313801932881,re_france,FRA,2652
103,1853,France,36.3,16024.671564479566,15382.545610259182,16670.89100324775,2341.7,64.41433933933934,423.1453138173677,440.79809212225484,458.5629401472306,re_france,FRA,2515
104,1854,France,36.4,16482.95142617318,15815.815082534515,17154.63554757216,2408.6,66.06171171171171,433.7980370024793,452.08419709449976,470.49450010117306,re_france,FRA,2627
105,1855,France,36.5,16941.23128786679,16249.084554809848,17638.380091896575,2475.5,67.70908408408408,444.45076018759096,463.3703020667446,482.42606005511556,re_france,FRA,2577
106,1856,France,36.6,17399.5111495604,16682.35402708518,18122.124636220986,2542.4,69.35645645645646,455.1034833727026,474.65640703898947,494.35762000905805,re_france,FRA,2687
107,1857,France,36.7,17857.791011254012,17115.623499360518,18605.8691805454,2609.3,71.00382882882883,465.7562065578142,485.9425120112343,506.28917996300055,re_france,FRA,2836
108,1858,France,36.8,18316.070872947625,17548.89297163585,19089.61372486981,2676.2,72.6512012012012,476.40892974292586,497.22861698347924,518.220739916943,re_france,FRA,3029
109,1859,France,36.9,18774.350734641237,17982.162443911184,19573.35826919422,2743.1,74.29857357357358,487.06165292803746,508.5147219557241,530.1522998708855,re_france,FRA,2828
110,1860,France,37.0,19232.63059633485,18415.431916186517,20057.102813518635,2810.0,75.94594594594595,497.7143761131491,519.800826927969,542.083859824828,re_france,FRA,3016
111,1861,France,37.1,18709.152220101387,17903.675437939866,19523.58659969386,2726.6,73.55135135135136,482.9373256958342,504.6571832720147,526.6174229877948,re_france,FRA,2820
112,1862,France,37.2,18185.67384386792,17391.918959693216,18990.070385869083,2643.2,71.15675675675676,468.1602752785193,489.5135396160604,511.1509861507617,re_france,FRA,3051
113,1863,France,37.3,17662.195467634454,16880.16248144656,18456.554172044303,2559.8,68.76216216216217,453.38322486120444,474.3698959601062,495.68454931372855,re_france,FRA,3145
114,1864,France,37.4,17138.71709140099,16368.406003199912,17923.037958219527,2476.4,66.36756756756758,438.60617444388953,459.22625230415196,480.2181124766954,re_france,FRA,3169
115,1865,France,37.5,16615.23871516753,15856.64952495326,17389.52174439475,2393.0,63.972972972972975,423.8291240265746,444.0826086481977,464.75167563966227,re_france,FRA,3067
116,1866,France,37.6,16091.760338934062,15344.89304670661,16856.005530569975,2309.6,61.57837837837838,409.0520736092597,428.9389649922434,449.2852388026291,re_france,FRA,3083
117,1867,France,37.7,15568.281962700597,14833.136568459959,16322.4893167452,2226.2,59.18378378378378,394.2750231919448,413.7953213362892,433.8188019655959,re_france,FRA,2890
118,1868,France,37.8,15044.803586467133,14321.380090213308,15788.973102920421,2142.8,56.78918918918919,379.49797277462994,398.65167768033496,418.3523651285628,re_france,FRA,3159
119,1869,France,37.9,14521.325210233668,13809.623611966656,15255.456889095643,2059.4,54.394594594594594,364.720922357315,383.50803402438066,402.88592829152964,re_france,FRA,3198
120,1870,France,38.0,13997.846834000204,13297.867133720005,14721.940675270867,1976.0,52.0,349.9438719400001,368.3643903684264,387.4194914544965,re_france,FRA,2990
121,1871,France,38.1,14746.193937492986,13983.87534626048,15535.601350123965,2086.5,54.7,366.63653412837124,386.60825355960435,407.2892023700772,re_france,FRA,3027
122,1872,France,38.2,15494.541040985767,14669.883558800953,16349.262024977063,2197.0,57.4,383.3291963167424,404.8521167507823,427.15891328565795,re_france,FRA,3312
123,1873,France,38.3,16242.88814447855,15355.891771341428,17162.92269983016,2307.5,60.1,400.0218585051135,423.0959799419602,447.02862420123864,re_france,FRA,3064
124,1874,France,38.4,16991.23524797133,16041.899983881904,17976.583374683258,2418.0,62.8,416.7145206934847,441.3398431331382,466.89833511681934,re_france,FRA,3438
125,1875,France,38.5,17739.582351464112,16727.908196422377,18790.244049536355,2528.5,65.5,433.4071828818558,459.58370632431604,486.7680460324001,re_france,FRA,3537
126,1876,France,38.6,18487.929454956895,17413.916408962854,19603.904724389453,2639.0,68.2,450.09984507022693,477.827569515494,506.6377569479808,re_france,FRA,3233
127,1877,France,38.7,19236.276558449677,18099.924621503327,20417.565399242547,2749.5,70.9,466.7925072585981,496.07143270667194,526.5074678635615,re_france,FRA,3390
128,1878,France,38.8,19984.62366194246,18785.9328340438,21231.226074095644,2860.0,73.6,483.4851694469692,514.3152958978499,546.3771787791422,re_france,FRA,3333
129,1879,France,38.9,20732.97076543524,19471.941046584274,22044.886748948742,2970.5,76.3,500.17783163534034,532.5591590890278,566.246889694723,re_france,FRA,3113
130,1880,France,39.0,21481.31786892802,20157.94925912475,22858.54742380184,3081.0,79.0,516.8704938237115,550.8030222802057,586.1166006103036,re_france,FRA,3379
131,1810,Italy,20.2,6616.901223343156,6123.758924614869,7118.99928350636,437.0,21.633663366336634,303.1563824066767,327.5693674922355,352.42570710427526,re_italy,ITA,2558
132,1811,Italy,20.32,6759.49631740756,6257.8350632985375,7269.519311961466,447.2,21.98898861848802,307.7216802008294,332.39585207005496,357.48313437542447,re_italy,ITA,2473
133,1812,Italy,20.439999999999998,6902.091411471965,6391.911201982205,7420.039340416572,457.4,22.3443138706394,312.286977994982,337.2223366478744,362.5405616465737,re_italy,ITA,2527
134,1813,Italy,20.56,7044.68650553637,6525.9873406658735,7570.559368871678,467.6,22.699639122790785,316.8522757891347,342.0488212256938,367.59798891772283,re_italy,ITA,2596
135,1814,Italy,20.68,7187.281599600775,6660.063479349542,7721.079397326784,477.8,23.054964374942166,321.4175735832873,346.8753058035133,372.65541618887204,re_italy,ITA,2627
136,1815,Italy,20.799999999999997,7329.876693665179,6794.13961803321,7871.599425781889,488.0,23.41028962709355,325.98287137744,351.7017903813328,377.71284346002125,re_italy,ITA,2511
137,1816,Italy,20.919999999999998,7472.471787729584,6928.215756716878,8022.119454236995,498.2,23.765614879244936,330.5481691715927,356.5282749591522,382.77027073117046,re_italy,ITA,2473
138,1817,Italy,21.04,7615.066881793989,7062.291895400546,8172.6394826921005,508.4,24.120940131396317,335.1134669657453,361.35475953697164,387.82769800231966,re_italy,ITA,2496
139,1818,Italy,21.16,7757.661975858393,7196.368034084215,8323.159511147207,518.6,24.4762653835477,339.678764759898,366.1812441147911,392.8851252734688,re_italy,ITA,2688
140,1819,Italy,21.279999999999998,7900.257069922798,7330.444172767882,8473.679539602312,528.8,24.831590635699083,344.24406255405063,371.0077286926106,397.942552544618,re_italy,ITA,2665
141,1820,Italy,21.4,8042.852163987202,7464.520311451551,8624.199568057418,539.0,25.186915887850468,348.8093603482033,375.83421327043004,402.99997981576723,re_italy,ITA,2665
142,1821,Italy,21.52,8002.189273540116,7428.959391039666,8578.23815169112,537.1,24.96910925481763,345.3837831953861,372.03939043682215,398.8264659244313,re_italy,ITA,2619
143,1822,Italy,21.64,7961.526383093029,7393.3984706277815,8532.27673532482,535.2,24.7513026217848,341.95820604256886,368.24456760321425,394.65295203309546,re_italy,ITA,2650
144,1823,Italy,21.759999999999998,7920.863492645943,7357.837550215897,8486.315318958521,533.3,24.533495988751966,338.53262888975166,364.44974476960635,390.47943814175954,re_italy,ITA,2673
145,1824,Italy,21.88,7880.200602198856,7322.276629804012,8440.353902592222,531.4,24.31568935571913,335.10705173693447,360.65492193599846,386.30592425042363,re_italy,ITA,2742
146,1825,Italy,22.0,7839.537711751769,7286.715709392128,8394.392486225923,529.5,24.097882722686293,331.68147458411727,356.86009910239056,382.13241035908777,re_italy,ITA,2703
147,1826,Italy,22.12,7798.874821304683,7251.154788980243,8348.431069859624,527.6,23.88007608965346,328.2558974313,353.0652762687827,377.95889646775186,re_italy,ITA,2780
148,1827,Italy,22.240000000000002,7758.211930857597,7215.593868568359,8302.469653493325,525.7,23.662269456620628,324.8303202784828,349.27045343517483,373.78538257641594,re_italy,ITA,2734
149,1828,Italy,22.36,7717.54904041051,7180.032948156474,8256.508237127025,523.8,23.44446282358779,321.4047431256656,345.47563060156693,369.61186868508,re_italy,ITA,2703
150,1829,Italy,22.48,7676.886149963423,7144.4720277445895,8210.546820760726,521.9,23.226656190554955,317.97916597284836,341.68080776795904,365.43835479374417,re_italy,ITA,2696
151,1830,Italy,22.6,7636.223259516337,7108.911107332705,8164.585404394426,520.0,23.008849557522122,314.55358882003117,337.88598493435114,361.26484090240825,re_italy,ITA,2657
152,1831,Italy,22.720000000000002,8409.622143132747,7830.445405582861,8990.525197133229,573.2,25.128132668996802,343.28417149195354,368.6781095320103,394.14669013898447,re_italy,ITA,2750
153,1832,Italy,22.84,9183.021026749157,8551.979703833016,9816.46498987203,626.4,27.247415780471478,372.01475416387586,399.4702341296695,427.0285393755606,re_italy,ITA,2773
154,1833,Italy,22.96,9956.419910365566,9273.514002083171,10642.404782610833,679.6,29.366698891946157,400.74533683579824,430.26235872732866,459.91038861213684,re_italy,ITA,2788
155,1834,Italy,23.080000000000002,10729.818793981978,9995.048300333328,11468.344575349636,732.8,31.485982003420837,429.4759195077206,461.0544833249878,492.79223784871306,re_italy,ITA,2811
156,1835,Italy,23.200000000000003,11503.217677598388,10716.582598583485,12294.28436808844,786.0,33.605265114895516,458.20650217964294,491.84660792264697,525.6740870852893,re_italy,ITA,2888
157,1836,Italy,23.32,12276.616561214798,11438.116896833639,13120.224160827242,839.2,35.724548226370196,486.9370848515653,522.6387325203061,558.5559363218655,re_italy,ITA,2680
158,1837,Italy,23.44,13050.01544483121,12159.651195083796,13946.163953566043,892.4000000000001,37.843831337844875,515.6676675234877,553.4308571179654,591.4377855584416,re_italy,ITA,2611
159,1838,Italy,23.560000000000002,13823.41432844762,12881.185493333953,14772.103746304845,945.6,39.96311444931955,544.39825019541,584.2229817156245,624.3196347950179,re_italy,ITA,2650
160,1839,Italy,23.68,14596.81321206403,13602.719791584108,15598.043539043649,998.8,42.082397560794234,573.1288328673324,615.0151063132837,657.2014840315941,re_italy,ITA,2627
161,1840,Italy,23.8,15370.21209568044,14324.254089834263,16423.983331782452,1052.0,44.20168067226891,601.8594155392548,645.8072309109428,690.0833332681702,re_italy,ITA,2711
