,individual_wikidata_id,decade,region_name,count_works,occupation
25006,Q16933564,1870,United Kingdom,0.0,Written work
25007,Q26271713,1860,Low countries,0.0,Sculpture
25008,Q26271713,1860,Low countries,0.0,Architecture
25009,Q42311059,1850,Eastern Europe,0.0,Work of art
25010,Q3262702,1850,France,0.0,Science
25011,Q52146377,1820,Italy,0.0,Sculpture
25012,Q52146377,1820,Italy,0.0,Work of art
25013,Q12310473,1840,Nordic countries,1.0,Work of art
25014,Q28359324,1870,Eastern Europe,0.0,Work of art
25015,Q2758864,1840,United Kingdom,0.0,Written work
25016,Q4718531,1850,United Kingdom,1.0,Written work
25017,Q14660072,1860,France,1.0,Sculpture
25018,Q1057841,1880,Eastern Europe,0.0,Sculpture
25019,Q94888033,1840,Low countries,0.0,Science
25020,Q17626692,1870,France,0.0,Sculpture
25021,Q17626692,1870,France,0.0,Work of art
25022,Q86358948,1820,Low countries,1.0,Written work
25023,Q2203633,1840,Low countries,0.0,Architecture
25024,Q28967464,1810,Nordic countries,0.0,Work of art
25025,Q15616788,1850,Nordic countries,0.0,Written work
25026,Q2844649,1840,France,1.0,Work of art
25027,Q98743727,1840,Italy,0.0,Music
25028,Q18913679,1880,France,0.0,Architecture
25029,Q4719276,1850,Eastern Europe,0.0,Science
25031,Q18603357,1860,Low countries,5.0,Work of art
25032,Q15080843,1840,Italy,1.0,Work of art
25033,Q3166064,1850,France,0.0,Science
25034,Q23063874,1820,France,1.0,Work of art
25035,Q3081648,1880,France,0.0,Science
25036,Q3081648,1880,France,0.0,Written work
25037,Q904247,1820,Nordic countries,1.0,Science
25038,Q21401578,1860,France,0.0,Written work
25039,Q345870,1840,United Kingdom,0.0,Music
25041,Q110148876,1840,France,1.0,Sculpture
25042,Q110148876,1840,France,1.0,Work of art
25043,Q5971886,1840,Nordic countries,0.0,Work of art
25044,Q5971886,1840,Nordic countries,0.0,Written work
25045,Q21466295,1820,United Kingdom,0.0,Work of art
25046,Q5240340,1860,United Kingdom,0.0,Written work
25047,Q4239897,1880,Eastern Europe,7.0,Written work
25049,Q4054208,1880,Eastern Europe,0.0,Music
25051,Q3262101,1880,France,2.0,Written work
25052,Q2636293,1860,Eastern Europe,0.0,Written work
25054,Q3185350,1850,France,0.0,Written work
25055,Q7793882,1840,United Kingdom,4.0,Work of art
25056,Q95147418,1880,Eastern Europe,0.0,Written work
25057,Q3720359,1880,Italy,0.0,Work of art
25058,Q16648968,1870,United Kingdom,0.0,Written work
25059,Q21455770,1860,France,0.0,Work of art
25060,Q47508264,1860,United Kingdom,0.0,Science
25061,Q55846052,1870,France,0.0,Music
25063,Q3083664,1860,France,6.0,Written work
25064,Q26903371,1870,Italy,0.0,Work of art
25065,Q1339768,1860,Eastern Europe,0.0,Science
25066,Q1706118,1870,Italy,0.0,Written work
25067,Q60837,1820,United Kingdom,1.0,Written work
25068,Q16063861,1840,Nordic countries,0.0,Architecture
25069,Q95164715,1870,Eastern Europe,1.0,Science
25070,Q2575414,1850,Low countries,7.0,Sculpture
25071,Q15969727,1830,France,1.0,Architecture
25072,Q14100643,1880,Low countries,0.0,Written work
25073,Q1687053,1870,Eastern Europe,5.0,Written work
25074,Q46870208,1830,Nordic countries,0.0,Music
25075,Q4196252,1840,Italy,0.0,Music
25077,Q16066401,1850,United Kingdom,0.0,Written work
25078,Q944567,1820,France,7.0,Work of art
25079,Q75061621,1850,Italy,0.0,Music
25080,Q217068,1850,France,0.0,Music
25084,Q217068,1850,France,0.0,Written work
25086,Q2347403,1840,Italy,2.0,Science
25087,Q41876247,1850,France,0.0,Written work
25088,Q24066879,1870,Italy,0.0,Written work
25089,Q110213529,1850,Nordic countries,0.0,Sculpture
25090,Q990655,1840,Nordic countries,4.0,Science
25091,Q6780258,1810,United Kingdom,2.0,Work of art
25092,Q6780258,1810,United Kingdom,2.0,Written work
25094,Q41553665,1850,United Kingdom,0.0,Architecture
25095,Q542059,1870,France,47.0,Science
25098,Q96694727,1850,Eastern Europe,0.0,Written work
25099,Q16650439,1870,Nordic countries,3.0,Written work
25100,Q3185904,1870,France,0.0,Science
25102,Q4207616,1850,Eastern Europe,0.0,Written work
25104,Q84412465,1880,Eastern Europe,0.0,Music
25105,Q3052418,1820,United Kingdom,1.0,Work of art
25107,Q3052418,1820,United Kingdom,1.0,Written work
25108,Q12881850,1860,Eastern Europe,0.0,Science
25109,Q315003,1860,France,27.0,Written work
25110,Q20828219,1880,United Kingdom,2.0,Work of art
25111,Q927081,1840,Low countries,0.0,Science
25113,Q95071157,1870,Eastern Europe,0.0,Music
25114,Q2464214,1820,France,0.0,Science
25115,Q18587160,1870,Italy,0.0,Science
25116,Q18587160,1870,Italy,0.0,Written work
25118,Q12331139,1820,Nordic countries,0.0,Written work
25119,Q94693704,1860,Italy,0.0,Music
25120,Q44403,1830,France,1454.0,Written work
25121,Q18526800,1840,United Kingdom,1.0,Written work
25122,Q62596253,1850,France,1.0,Work of art
25123,Q94692764,1830,Eastern Europe,0.0,Science
25124,Q1449611,1820,Eastern Europe,0.0,Music
25126,Q28944064,1830,Eastern Europe,0.0,Work of art
25127,Q98406083,1840,Nordic countries,0.0,Architecture
25128,Q3588435,1860,Low countries,4.0,Architecture
25129,Q2328219,1850,Low countries,18.0,Science
25133,Q18546466,1880,United Kingdom,0.0,Music
25134,Q11974187,1850,Nordic countries,0.0,Sculpture
25136,Q601964,1860,France,0.0,Science
25137,Q601964,1860,France,0.0,Written work
25138,Q104149631,1830,United Kingdom,0.0,Music
25139,Q104149631,1830,United Kingdom,0.0,Written work
25140,Q89138863,1830,United Kingdom,0.0,Written work
25141,Q109407935,1820,Italy,0.0,Sculpture
25142,Q948722,1820,France,0.0,Written work
25144,Q23938561,1860,Eastern Europe,0.0,Science
25145,Q2579290,1820,United Kingdom,15.0,Work of art
25146,Q111344,1870,Eastern Europe,0.0,Science
25147,Q3617077,1810,Italy,0.0,Written work
25148,Q391507,1810,France,0.0,Written work
25149,Q930527,1850,Italy,0.0,Music
25150,Q1581249,1830,Nordic countries,0.0,Written work
25152,Q1319427,1880,Italy,0.0,Science
25153,Q1319427,1880,Italy,0.0,Written work
25154,Q452123,1810,France,4.0,Work of art
25155,Q17524057,1880,France,1.0,Written work
25156,Q1693505,1840,Nordic countries,0.0,Science
25157,Q20810883,1820,Eastern Europe,0.0,Science
25158,Q5343791,1880,United Kingdom,1.0,Written work
25159,Q30021372,1810,France,4.0,Sculpture
25160,Q20732937,1880,United Kingdom,0.0,Written work
25161,Q91552,1870,Eastern Europe,0.0,Music
25162,Q105930310,1850,France,0.0,Work of art
25163,Q3955752,1840,Italy,0.0,Science
25164,Q1177980,1880,Eastern Europe,0.0,Written work
25165,Q23774045,1840,France,0.0,Theater
25166,Q1514544,1860,Italy,0.0,Science
25167,Q17120332,1860,Italy,0.0,Music
25169,Q3092379,1840,Low countries,0.0,Written work
25172,Q60842482,1840,France,0.0,Architecture
25173,Q3604383,1870,Italy,0.0,Music
25176,Q110081969,1870,Low countries,0.0,Work of art
25177,Q2880493,1860,France,0.0,Science
25178,Q19924206,1830,France,0.0,Theater
25179,Q11856626,1860,Nordic countries,0.0,Written work
25180,Q33008663,1880,Italy,0.0,Written work
25181,Q55896988,1840,France,0.0,Music
25182,Q5572219,1820,Nordic countries,0.0,Written work
25183,Q3768031,1860,Italy,1.0,Written work
25184,Q1947119,1880,Low countries,0.0,Written work
25185,Q3771732,1840,Italy,0.0,Science
25186,Q39049245,1840,United Kingdom,0.0,Architecture
25187,Q21464478,1840,United Kingdom,0.0,Work of art
25188,Q3620112,1880,Italy,0.0,Science
25189,Q654231,1840,France,0.0,Theater
25190,Q2830922,1880,France,0.0,Written work
25191,Q12743915,1870,Eastern Europe,3.0,Sculpture
25192,Q99323548,1870,Eastern Europe,0.0,Architecture
25193,Q526652,1840,Eastern Europe,2.0,Written work
25196,Q2788060,1860,Low countries,0.0,Work of art
25197,Q2421158,1870,Eastern Europe,6.0,Written work
25199,Q2157350,1810,United Kingdom,0.0,Written work
25200,Q12816807,1820,Eastern Europe,0.0,Written work
25201,Q98681570,1810,Eastern Europe,0.0,Music
25203,Q7789995,1850,United Kingdom,0.0,Music
25207,Q24705905,1860,Low countries,0.0,Music
25208,Q3155319,1830,France,28.0,Work of art
25209,Q3349312,1870,France,0.0,Written work
25210,Q2827098,1840,Italy,0.0,Science
25211,Q286294,1880,France,0.0,Music
25212,Q5489274,1830,United Kingdom,0.0,Written work
25214,Q2238973,1870,Low countries,0.0,Music
25215,Q3771134,1850,France,6.0,Work of art
25216,Q12292855,1850,Eastern Europe,0.0,Written work
25217,Q24239775,1870,Italy,0.0,Written work
25218,Q3101670,1830,United Kingdom,11.0,Science
25221,Q6469923,1850,United Kingdom,0.0,Work of art
25222,Q46998701,1860,Low countries,0.0,Work of art
25223,Q21610388,1860,United Kingdom,0.0,Science
25224,Q24577133,1870,Eastern Europe,0.0,Music
25225,Q52154487,1820,United Kingdom,0.0,Work of art
25226,Q16599772,1850,Italy,0.0,Science
25227,Q1174339,1840,France,3.0,Written work
25228,Q2958530,1840,France,0.0,Architecture
25229,Q1063936,1860,France,51.0,Work of art
25230,Q1063936,1860,France,51.0,Sculpture
25231,Q109886221,1840,France,0.0,Work of art
25232,Q106624789,1880,France,0.0,Work of art
25233,Q4992644,1830,Nordic countries,13.0,Architecture
25234,Q4992644,1830,Nordic countries,13.0,Science
25235,Q4992644,1830,Nordic countries,13.0,Written work
25237,Q27125906,1810,United Kingdom,0.0,Written work
25238,Q38001702,1850,France,0.0,Work of art
25239,Q28665410,1860,Eastern Europe,0.0,Written work
25240,Q29557125,1860,Low countries,0.0,Sculpture
25241,Q1056687,1840,Italy,0.0,Music
25242,Q18507689,1870,France,0.0,Work of art
25243,Q4614570,1880,Low countries,0.0,Architecture
25244,Q3678137,1860,Italy,0.0,Written work
25245,Q3188357,1880,France,2.0,Sculpture
25246,Q5612493,1850,France,6.0,Science
25249,Q12318759,1810,Nordic countries,0.0,Written work
25250,Q4988393,1870,Nordic countries,6.0,Work of art
25251,Q5392816,1850,France,0.0,Work of art
25252,Q5392816,1850,France,0.0,Science
25253,Q97182,1880,Low countries,0.0,Science
25254,Q16555177,1860,Italy,0.0,Theater
25255,Q92206188,1830,Italy,0.0,Work of art
25256,Q2093137,1850,France,0.0,Science
25257,Q28092853,1880,United Kingdom,1.0,Sculpture
25258,Q95104244,1840,Eastern Europe,0.0,Written work
25259,Q4327676,1860,Eastern Europe,0.0,Architecture
25260,Q5954810,1840,Nordic countries,0.0,Written work
25261,Q3108065,1880,Italy,2.0,Work of art
25262,Q3108065,1880,Italy,2.0,Sculpture
25264,Q28967648,1830,Nordic countries,0.0,Work of art
25265,Q104263,1880,Eastern Europe,5.0,Science
25266,Q107356782,1840,United Kingdom,0.0,Science
25267,Q21544418,1870,Eastern Europe,0.0,Science
25268,Q21460464,1840,United Kingdom,0.0,Work of art
25269,Q9184572,1830,Eastern Europe,0.0,Architecture
25270,Q15442908,1840,United Kingdom,3.0,Written work
25271,Q789629,1830,Eastern Europe,0.0,Written work
25272,Q3955731,1810,Italy,0.0,Architecture
25273,Q28049243,1820,Nordic countries,1.0,Work of art
25274,Q60024326,1820,France,1.0,Work of art
25275,Q22809489,1870,France,0.0,Work of art
25276,Q1681738,1840,Eastern Europe,12.0,Science
25277,Q1681738,1840,Eastern Europe,12.0,Written work
25280,Q95214197,1810,Eastern Europe,0.0,Music
25281,Q95214197,1810,Eastern Europe,0.0,Work of art
25282,Q97582805,1830,United Kingdom,0.0,Work of art
25283,Q1286610,1860,United Kingdom,4.0,Work of art
25284,Q1658378,1870,France,1.0,Sculpture
25285,Q43389142,1860,Italy,0.0,Written work
25286,Q23660853,1840,France,0.0,Work of art
25287,Q21454617,1820,France,0.0,Work of art
25288,Q16064704,1810,Italy,0.0,Work of art
25289,Q2022624,1840,Low countries,0.0,Science
25291,Q3724544,1870,Italy,0.0,Science
25292,Q21099021,1830,Eastern Europe,0.0,Science
25293,Q94532244,1820,Eastern Europe,0.0,Written work
25294,Q3136140,1830,France,0.0,Written work
25295,Q1262144,1870,Eastern Europe,0.0,Written work
25296,Q535740,1840,France,0.0,Written work
25297,Q2646523,1860,Eastern Europe,0.0,Music
25299,Q3133160,1820,United Kingdom,48.0,Work of art
25300,Q130327,1820,United Kingdom,2.0,Science
25301,Q4086189,1870,Eastern Europe,0.0,Music
25302,Q105491840,1850,Italy,0.0,Written work
25303,Q94985097,1840,Italy,0.0,Work of art
25305,Q41270545,1850,Low countries,0.0,Work of art
25306,Q193064,1870,Eastern Europe,247.0,Work of art
25308,Q18527428,1840,United Kingdom,0.0,Theater
25309,Q713312,1820,France,0.0,Music
25312,Q43122747,1860,Low countries,1.0,Work of art
25313,Q52149712,1850,France,0.0,Work of art
25314,Q233265,1850,Italy,71.0,Theater
25315,Q233265,1850,Italy,71.0,Written work
25316,Q52154557,1820,France,1.0,Work of art
25317,Q4493921,1830,Eastern Europe,0.0,Written work
25318,Q1004524,1860,Eastern Europe,0.0,Science
25319,Q15446279,1820,Italy,0.0,Science
25320,Q16327335,1840,Eastern Europe,0.0,Science
25322,Q4491407,1850,Low countries,5.0,Work of art
25323,Q4491407,1850,Low countries,5.0,Science
25324,Q7328417,1860,United Kingdom,3.0,Architecture
25325,Q3742136,1850,Italy,0.0,Science
25326,Q302580,1840,France,10.0,Work of art
25327,Q302580,1840,France,10.0,Sculpture
25328,Q12646120,1870,Eastern Europe,0.0,Written work
25329,Q1503840,1870,Eastern Europe,0.0,Science
25330,Q48549903,1840,Italy,0.0,Written work
25331,Q697833,1830,France,57.0,Written work
25332,Q24879251,1850,Nordic countries,0.0,Work of art
25333,Q6226849,1820,United Kingdom,12.0,Sculpture
25334,Q28922553,1860,Eastern Europe,0.0,Science
25335,Q918585,1850,Nordic countries,4.0,Work of art
25336,Q918585,1850,Nordic countries,4.0,Theater
25337,Q4963964,1830,Nordic countries,0.0,Work of art
25338,Q5714000,1870,Low countries,0.0,Science
25339,Q19788024,1830,France,0.0,Science
25340,Q6238123,1860,Nordic countries,0.0,Written work
25341,Q21559142,1870,France,2.0,Architecture
25342,Q52154861,1850,Italy,0.0,Work of art
25343,Q3335954,1840,France,6.0,Music
25344,Q5573887,1830,Nordic countries,0.0,Sculpture
25345,Q16775653,1860,United Kingdom,5.0,Architecture
25346,Q4211726,1850,Italy,0.0,Written work
25347,Q110017647,1850,Italy,0.0,Work of art
25348,Q110017647,1850,Italy,0.0,Sculpture
25349,Q21096012,1830,France,0.0,Work of art
25350,Q21096012,1830,France,0.0,Theater
25351,Q19921311,1870,France,1.0,Work of art
25352,Q19921311,1870,France,1.0,Sculpture
25353,Q14754393,1880,Low countries,0.0,Music
25354,Q16200439,1840,Italy,1.0,Work of art
25355,Q4222980,1820,United Kingdom,0.0,Science
25356,Q5545789,1830,United Kingdom,0.0,Written work
25357,Q100139526,1880,Italy,0.0,Music
25359,Q65007801,1820,France,1.0,Architecture
25360,Q384078,1870,France,13.0,Work of art
25361,Q21457726,1850,United Kingdom,0.0,Work of art
25362,Q16855500,1870,Eastern Europe,1.0,Work of art
25363,Q1000902,1850,Eastern Europe,0.0,Written work
25364,Q14100197,1840,Low countries,0.0,Architecture
25365,Q71738443,1870,Low countries,0.0,Music
25369,Q19942201,1850,United Kingdom,0.0,Work of art
25370,Q4290975,1860,Eastern Europe,1.0,Science
25371,Q27179260,1860,France,0.0,Written work
25372,Q19973846,1860,Low countries,0.0,Work of art
25373,Q282043,1860,France,86.0,Work of art
25374,Q282043,1860,France,86.0,Written work
25375,Q3370532,1860,France,1.0,Theater
25376,Q3370532,1860,France,1.0,Written work
25377,Q51568334,1820,Eastern Europe,0.0,Work of art
25378,Q28086206,1870,Eastern Europe,0.0,Science
25379,Q71858661,1880,Nordic countries,0.0,Theater
25380,Q7192925,1880,Italy,0.0,Written work
25381,Q28538262,1860,Nordic countries,0.0,Work of art
25383,Q29168465,1850,Low countries,4.0,Work of art
25385,Q577546,1850,Eastern Europe,0.0,Science
25386,Q3059958,1860,France,2.0,Work of art
25389,Q18197693,1860,France,0.0,Written work
25390,Q18641709,1840,France,0.0,Architecture
25391,Q60463977,1830,Eastern Europe,0.0,Music
25392,Q3164276,1820,France,48.0,Work of art
25393,Q6213023,1880,United Kingdom,0.0,Music
25394,Q27305547,1870,Low countries,0.0,Written work
25395,Q94818373,1830,France,0.0,Science
25396,Q94818373,1830,France,0.0,Written work
25397,Q16199104,1870,Italy,0.0,Work of art
25398,Q60822804,1870,Eastern Europe,0.0,Sculpture
25399,Q60819498,1870,Eastern Europe,0.0,Science
25400,Q13134652,1820,Low countries,0.0,Written work
25401,Q960709,1830,United Kingdom,0.0,Written work
25402,Q3059421,1820,France,4.0,Written work
25403,Q95436577,1860,Eastern Europe,0.0,Science
25404,Q7794018,1820,United Kingdom,0.0,Written work
25405,Q106140262,1860,France,0.0,Work of art
25406,Q1065391,1850,France,16.0,Written work
25407,Q25853735,1830,United Kingdom,7.0,Sculpture
25408,Q25853735,1830,United Kingdom,7.0,Work of art
25409,Q1334102,1820,United Kingdom,1.0,Science
25411,Q6227331,1840,United Kingdom,80.0,Sculpture
25412,Q1406745,1860,France,0.0,Written work
25413,Q265665,1870,France,8.0,Work of art
25414,Q3132718,1860,France,0.0,Sculpture
25415,Q23482609,1820,Eastern Europe,0.0,Work of art
25416,Q1606008,1850,France,0.0,Music
25418,Q16214699,1860,France,0.0,Science
25419,Q3047895,1870,France,4.0,Work of art
25420,Q4368576,1870,Eastern Europe,0.0,Work of art
25421,Q10728662,1860,Italy,0.0,Work of art
25422,Q222372,1840,Eastern Europe,2.0,Work of art
25423,Q95557715,1880,Eastern Europe,0.0,Work of art
25424,Q16404848,1850,Eastern Europe,0.0,Music
25425,Q18197771,1860,France,1.0,Science
25426,Q312389,1820,United Kingdom,3.0,Science
25429,Q312389,1820,United Kingdom,3.0,Written work
25430,Q41259370,1850,Low countries,1.0,Work of art
25432,Q933685,1850,Eastern Europe,1.0,Written work
25434,Q22939002,1880,France,0.0,Music
25435,Q18745406,1860,France,0.0,Sculpture
25436,Q4102223,1830,Eastern Europe,0.0,Science
25437,Q40781955,1840,Eastern Europe,0.0,Work of art
25438,Q1498117,1830,Italy,0.0,Science
25439,Q1498117,1830,Italy,0.0,Written work
25440,Q3588404,1860,France,0.0,Written work
25441,Q16737333,1840,United Kingdom,0.0,Science
25442,Q1254676,1830,Eastern Europe,0.0,Science
25443,Q59591764,1830,Italy,0.0,Written work
25444,Q3839886,1860,Italy,2.0,Written work
25445,Q13031406,1820,Eastern Europe,0.0,Science
25446,Q44520,1850,United Kingdom,18.0,Written work
25448,Q4527644,1840,Eastern Europe,0.0,Science
25449,Q4569597,1870,United Kingdom,2.0,Written work
25450,Q25915411,1830,France,0.0,Science
25451,Q55073626,1840,Eastern Europe,0.0,Science
25452,Q55073626,1840,Eastern Europe,0.0,Written work
25453,Q20851221,1840,France,0.0,Work of art
25454,Q999118,1820,United Kingdom,0.0,Science
25455,Q5545495,1850,United Kingdom,3.0,Work of art
25457,Q5545495,1850,United Kingdom,3.0,Science
25458,Q2499954,1870,Low countries,2.0,Science
25459,Q55227070,1840,Italy,0.0,Music
25461,Q5535682,1860,Nordic countries,9.0,Work of art
25462,Q540219,1880,Italy,48.0,Work of art
25463,Q540219,1880,Italy,48.0,Science
25464,Q540219,1880,Italy,48.0,Written work
25466,Q16066135,1840,Italy,0.0,Work of art
25467,Q18821761,1810,United Kingdom,1.0,Work of art
25468,Q5041578,1870,Italy,1.0,Work of art
25471,Q3659147,1840,Italy,0.0,Sculpture
25472,Q64433516,1860,United Kingdom,0.0,Work of art
25473,Q3059757,1820,France,1.0,Theater
25474,Q878306,1860,Italy,14.0,Work of art
25475,Q4123305,1880,Eastern Europe,6.0,Work of art
25476,Q1506942,1810,United Kingdom,0.0,Science
25477,Q3610241,1850,Italy,0.0,Work of art
25478,Q7245599,1850,United Kingdom,0.0,Music
25479,Q20652939,1820,Nordic countries,0.0,Music
25480,Q2253473,1810,Italy,0.0,Science
25481,Q5712244,1820,Nordic countries,0.0,Science
25482,Q4253526,1860,Eastern Europe,2.0,Science
25483,Q2959263,1870,France,0.0,Music
25484,Q110449677,1870,France,0.0,Sculpture
25485,Q15845419,1870,France,0.0,Science
25486,Q3592014,1820,France,0.0,Science
25487,Q144535,1860,United Kingdom,20.0,Science
25489,Q144535,1860,United Kingdom,20.0,Written work
25490,Q63123256,1820,Eastern Europe,0.0,Music
25492,Q63123256,1820,Eastern Europe,0.0,Written work
25493,Q62572764,1870,France,0.0,Architecture
25494,Q64787617,1860,Eastern Europe,0.0,Work of art
25495,Q12140209,1880,Eastern Europe,0.0,Written work
25496,Q2643173,1820,Eastern Europe,0.0,Music
25497,Q24019086,1840,Nordic countries,4.0,Work of art
25498,Q61482972,1830,Italy,0.0,Science
25499,Q114242,1860,Eastern Europe,0.0,Written work
25500,Q102076059,1860,Italy,0.0,Music
25501,Q21559890,1810,France,2.0,Work of art
25502,Q21559890,1810,France,2.0,Sculpture
25503,Q2847483,1850,France,0.0,Written work
25504,Q2543492,1870,Low countries,0.0,Science
25505,Q12289863,1870,Eastern Europe,0.0,Written work
25506,Q26361159,1860,France,1.0,Science
25507,Q47528206,1830,Low countries,0.0,Sculpture
25508,Q47528206,1830,Low countries,0.0,Science
25509,Q55068554,1860,United Kingdom,0.0,Science
25510,Q18508560,1860,United Kingdom,1.0,Work of art
25511,Q5434043,1880,United Kingdom,0.0,Music
25512,Q11865415,1840,Nordic countries,1.0,Written work
25513,Q2025548,1830,Eastern Europe,1.0,Science
25514,Q110081237,1840,Low countries,0.0,Work of art
25516,Q2199075,1830,Eastern Europe,22.0,Work of art
25517,Q2199075,1830,Eastern Europe,22.0,Written work
25518,Q7343946,1840,Eastern Europe,1.0,Sculpture
25519,Q1001609,1860,Eastern Europe,0.0,Written work
25521,Q77441112,1810,France,1.0,Music
25522,Q77441112,1810,France,1.0,Work of art
25523,Q77441112,1810,France,1.0,Written work
25524,Q41321664,1870,Italy,1.0,Written work
25525,Q4227488,1830,Eastern Europe,16.0,Work of art
25526,Q53558442,1840,Eastern Europe,24.0,Work of art
25527,Q776164,1820,France,4.0,Science
25528,Q110176347,1830,Eastern Europe,0.0,Work of art
25529,Q19754701,1810,Low countries,0.0,Work of art
25531,Q19754701,1810,Low countries,0.0,Sculpture
25533,Q18603370,1870,Low countries,0.0,Work of art
25534,Q5718707,1870,United Kingdom,0.0,Music
25535,Q5718707,1870,United Kingdom,0.0,Written work
25536,Q1356212,1840,France,0.0,Music
25537,Q102075974,1880,Italy,0.0,Music
25539,Q1399223,1860,Nordic countries,109.0,Work of art
25541,Q1446706,1870,Low countries,2.0,Architecture
25542,Q3920709,1870,Eastern Europe,0.0,Written work
25544,Q28869090,1820,United Kingdom,0.0,Sculpture
25545,Q19408982,1880,United Kingdom,1.0,Work of art
25546,Q4283579,1850,Low countries,0.0,Architecture
25547,Q4397675,1850,Eastern Europe,0.0,Music
25549,Q2958191,1870,France,0.0,Written work
25550,Q376691,1820,United Kingdom,29.0,Work of art
25551,Q50809234,1860,France,0.0,Sculpture
25552,Q12340456,1870,Nordic countries,0.0,Work of art
25553,Q7789264,1860,United Kingdom,0.0,Written work
25554,Q12344318,1850,Nordic countries,0.0,Science
25555,Q21465003,1840,United Kingdom,0.0,Work of art
25556,Q3084633,1820,France,0.0,Sculpture
25557,Q3084633,1820,France,0.0,Work of art
25558,Q3648943,1870,Eastern Europe,1.0,Science
25560,Q3725715,1880,Italy,0.0,Science
25561,Q20006607,1860,France,0.0,Music
25563,Q2623726,1810,Low countries,0.0,Work of art
25564,Q26239853,1830,Nordic countries,0.0,Sculpture
25565,Q9162287,1880,Eastern Europe,0.0,Written work
25567,Q106870094,1860,Eastern Europe,0.0,Written work
25568,Q97065334,1870,Italy,0.0,Written work
25571,Q21456302,1840,United Kingdom,3.0,Work of art
25572,Q21637540,1860,Low countries,10.0,Work of art
25573,Q47498839,1840,Italy,0.0,Work of art
25574,Q3713249,1850,Italy,0.0,Music
25575,Q106453479,1810,Eastern Europe,0.0,Music
25576,Q2959487,1880,France,6.0,Sculpture
25577,Q3083329,1870,France,0.0,Music
25578,Q25935480,1860,Eastern Europe,0.0,Work of art
25580,Q532760,1820,Italy,3.0,Work of art
25581,Q704342,1820,France,0.0,Science
25582,Q3261469,1860,France,0.0,Science
25583,Q703925,1830,United Kingdom,6.0,Science
25585,Q60820173,1860,Eastern Europe,0.0,Written work
25586,Q12147048,1860,Eastern Europe,0.0,Science
25588,Q2441000,1830,Eastern Europe,0.0,Written work
25589,Q5711578,1850,France,0.0,Science
25590,Q18559852,1850,United Kingdom,0.0,Written work
25591,Q821565,1830,Eastern Europe,0.0,Work of art
25592,Q2169333,1870,Low countries,0.0,Written work
25594,Q21465302,1840,United Kingdom,0.0,Work of art
25595,Q4237839,1870,Italy,0.0,Science
25596,Q7794305,1820,United Kingdom,8.0,Work of art
25597,Q18942055,1860,France,0.0,Architecture
25598,Q77387897,1880,Italy,0.0,Written work
25599,Q89228851,1840,United Kingdom,0.0,Written work
25600,Q5890248,1870,Nordic countries,3.0,Work of art
25601,Q1661859,1860,United Kingdom,1.0,Work of art
25602,Q1661859,1860,United Kingdom,1.0,Science
25603,Q21463268,1860,United Kingdom,0.0,Work of art
25604,Q15636309,1840,France,0.0,Science
25605,Q15636309,1840,France,0.0,Written work
25606,Q532457,1840,United Kingdom,0.0,Work of art
25607,Q532457,1840,United Kingdom,0.0,Written work
25609,Q21030499,1870,France,0.0,Sculpture
25610,Q19298402,1850,Low countries,0.0,Sculpture
25611,Q27786572,1880,Nordic countries,0.0,Architecture
25612,Q475489,1870,France,19.0,Written work
25613,Q137571,1830,Nordic countries,2.0,Written work
25617,Q94940424,1840,Italy,0.0,Work of art
25618,Q18672597,1840,United Kingdom,0.0,Science
25619,Q3180832,1860,France,10.0,Work of art
25620,Q1031082,1840,Eastern Europe,0.0,Written work
25621,Q109886878,1850,France,0.0,Work of art
25622,Q68043930,1810,United Kingdom,1.0,Written work
25623,Q98088223,1880,Eastern Europe,0.0,Written work
25624,Q832771,1880,Eastern Europe,0.0,Work of art
25625,Q832771,1880,Eastern Europe,0.0,Architecture
25626,Q28542159,1850,Low countries,0.0,Music
25627,Q61268642,1840,Eastern Europe,0.0,Music
25629,Q3292741,1850,Eastern Europe,0.0,Music
25630,Q129473,1880,Low countries,6.0,Work of art
25631,Q956848,1820,Low countries,0.0,Science
25634,Q3766769,1880,Italy,0.0,Science
25635,Q106614214,1870,France,0.0,Sculpture
25636,Q25929836,1880,Nordic countries,0.0,Science
25637,Q538642,1880,United Kingdom,1.0,Work of art
25638,Q94834124,1880,United Kingdom,0.0,Work of art
25639,Q3659520,1850,Italy,0.0,Written work
25640,Q16855468,1860,France,0.0,Music
25641,Q15982602,1870,United Kingdom,1.0,Science
25642,Q15854645,1840,United Kingdom,0.0,Science
25643,Q18026731,1840,United Kingdom,0.0,Science
25644,Q1114249,1870,Eastern Europe,0.0,Written work
25645,Q45190869,1860,France,0.0,Architecture
25646,Q58211497,1850,France,0.0,Sculpture
25647,Q27918959,1870,United Kingdom,5.0,Work of art
25648,Q298581,1860,France,2.0,Science
25649,Q18508474,1830,France,2.0,Sculpture
25650,Q6244929,1840,United Kingdom,0.0,Music
25654,Q50020,1840,France,30.0,Science
25655,Q50020,1840,France,30.0,Written work
25656,Q28967468,1830,United Kingdom,0.0,Work of art
25657,Q83643642,1840,Italy,0.0,Work of art
25658,Q905891,1810,United Kingdom,0.0,Science
25659,Q12330125,1830,Nordic countries,0.0,Sculpture
25660,Q55681393,1820,Eastern Europe,0.0,Music
25661,Q15791205,1870,France,0.0,Architecture
