,year,region_name,population_interpolated,N_est,lower,upper,score,century,score_cap,lower_cap,N_est_cap,upper_cap,region_code,country_code_maddison,gdp_per_capita
53,1864,Eastern Europe,23.257867574931264,46999.76271447981,43772.49154433331,50331.83158470933,2287.0,19.0,98.33231669377406,1882.0509405391037,2020.811347517474,2164.077657702378,re_eastern_europe,POL,1420
54,1865,Eastern Europe,23.257867574931264,46999.76271447981,43772.49154433331,50331.83158470933,2287.0,19.0,98.33231669377406,1882.0509405391037,2020.811347517474,2164.077657702378,re_eastern_europe,POL,1446
55,1866,Eastern Europe,23.257867574931264,46999.76271447981,43772.49154433331,50331.83158470933,2287.0,19.0,98.33231669377406,1882.0509405391037,2020.811347517474,2164.077657702378,re_eastern_europe,POL,1470
56,1867,Eastern Europe,23.257867574931264,46999.76271447981,43772.49154433331,50331.83158470933,2287.0,19.0,98.33231669377406,1882.0509405391037,2020.811347517474,2164.077657702378,re_eastern_europe,POL,1516
57,1868,Eastern Europe,23.257867574931264,46999.76271447981,43772.49154433331,50331.83158470933,2287.0,19.0,98.33231669377406,1882.0509405391037,2020.811347517474,2164.077657702378,re_eastern_europe,POL,1556
58,1869,Eastern Europe,23.257867574931264,46999.76271447981,43772.49154433331,50331.83158470933,2287.0,19.0,98.33231669377406,1882.0509405391037,2020.811347517474,2164.077657702378,re_eastern_europe,POL,1559
59,1870,Eastern Europe,23.257867574931264,46999.76271447981,43772.49154433331,50331.83158470933,2287.0,19.0,98.33231669377406,1882.0509405391037,2020.811347517474,2164.077657702378,re_eastern_europe,POL,1575
60,1871,Eastern Europe,23.257867574931264,46999.76271447981,43772.49154433331,50331.83158470933,2287.0,19.0,98.33231669377406,1882.0509405391037,2020.811347517474,2164.077657702378,re_eastern_europe,POL,1576
61,1872,Eastern Europe,23.257867574931264,46999.76271447981,43772.49154433331,50331.83158470933,2287.0,19.0,98.33231669377406,1882.0509405391037,2020.811347517474,2164.077657702378,re_eastern_europe,POL,1599
62,1873,Eastern Europe,23.257867574931264,46999.76271447981,43772.49154433331,50331.83158470933,2287.0,19.0,98.33231669377406,1882.0509405391037,2020.811347517474,2164.077657702378,re_eastern_europe,POL,1653
63,1874,Eastern Europe,23.257867574931264,46999.76271447981,43772.49154433331,50331.83158470933,2287.0,19.0,98.33231669377406,1882.0509405391037,2020.811347517474,2164.077657702378,re_eastern_europe,POL,1682
64,1875,Eastern Europe,23.257867574931264,46999.76271447981,43772.49154433331,50331.83158470933,2287.0,19.0,98.33231669377406,1882.0509405391037,2020.811347517474,2164.077657702378,re_eastern_europe,POL,1686
65,1876,Eastern Europe,23.257867574931264,46999.76271447981,43772.49154433331,50331.83158470933,2287.0,19.0,98.33231669377406,1882.0509405391037,2020.811347517474,2164.077657702378,re_eastern_europe,POL,1733
66,1877,Eastern Europe,23.257867574931264,46999.76271447981,43772.49154433331,50331.83158470933,2287.0,19.0,98.33231669377406,1882.0509405391037,2020.811347517474,2164.077657702378,re_eastern_europe,POL,1761
67,1878,Eastern Europe,23.257867574931264,46999.76271447981,43772.49154433331,50331.83158470933,2287.0,19.0,98.33231669377406,1882.0509405391037,2020.811347517474,2164.077657702378,re_eastern_europe,POL,1800
68,1879,Eastern Europe,23.257867574931264,46999.76271447981,43772.49154433331,50331.83158470933,2287.0,19.0,98.33231669377406,1882.0509405391037,2020.811347517474,2164.077657702378,re_eastern_europe,POL,1835
69,1880,Eastern Europe,23.257867574931264,46999.76271447981,43772.49154433331,50331.83158470933,2287.0,19.0,98.33231669377406,1882.0509405391037,2020.811347517474,2164.077657702378,re_eastern_europe,POL,1886
70,1820,France,32.971299258426704,7562.231776481338,7221.178230980345,7905.712637240638,1106.0,19.0,33.54432566734027,219.01406354603324,229.35801580669,239.77558710308088,re_france,FRA,1809
71,1821,France,33.036404365661525,7693.724733844334,7349.840290968999,8040.893436256066,1126.9,19.0,34.10098196578996,222.4166551189026,232.8247746145074,243.33185793270653,re_france,FRA,1953
72,1822,France,33.101509472896346,7825.21769120733,7478.502350957653,8176.074235271493,1147.8,19.0,34.65763826423966,225.81924669177195,236.29153342232476,246.88812876233217,re_france,FRA,1875
73,1823,France,33.16661458013117,7956.710648570326,7607.164410946308,8311.25503428692,1168.7,19.0,35.21429456268935,229.22183826464132,239.75829223014216,250.44439959195782,re_france,FRA,1934
74,1824,France,33.23171968736599,8088.203605933322,7735.826470934962,8446.435833302348,1189.6,19.0,35.77095086113905,232.62442983751066,243.22505103795953,254.00067042158346,re_france,FRA,1986
75,1825,France,33.29682479460081,8219.696563296318,7864.488530923616,8581.616632317775,1210.5,19.0,36.327607159588744,236.02702141038003,246.69180984577693,257.55694125120914,re_france,FRA,1898
76,1826,France,33.36192990183563,8351.189520659314,7993.150590912271,8716.797431333202,1231.4,19.0,36.88426345803844,239.4296129832494,250.15856865359433,261.1132120808348,re_france,FRA,1949
77,1827,France,33.42703500907045,8482.68247802231,8121.812650900925,8851.97823034863,1252.3,19.0,37.440919756488135,242.83220455611874,253.6253274614117,264.66948291046043,re_france,FRA,1908
78,1828,France,33.49214011630527,8614.175435385307,8250.474710889579,8987.159029364057,1273.2,19.0,37.99757605493783,246.2347961289881,257.09208626922907,268.2257537400861,re_france,FRA,1897
79,1829,France,33.55724522354009,8745.668392748303,8379.136770878235,9122.339828379485,1294.1,19.0,38.554232353387526,249.63738770185745,260.5588450770465,271.7820245697117,re_france,FRA,1946
80,1830,France,33.622350330774914,8877.161350111299,8507.798830866888,9257.520627394912,1315.0,19.0,39.11088865183722,253.03997927472682,264.02560388486387,275.33829539933737,re_france,FRA,1898
81,1831,France,33.68744537816257,9513.056329948302,9120.47040467211,9916.605783497773,1406.7,19.0,41.712157650058,270.4354419341754,282.07779629454836,294.0456268107662,re_france,FRA,1926
82,1832,France,33.75254042555023,10148.951309785305,9733.141978477333,10575.690939600632,1498.4,19.0,44.313426648278785,287.8309045936239,300.1299887042329,312.75295822219493,re_france,FRA,2091
83,1833,France,33.81763547293788,10784.846289622308,10345.813552282558,11234.776095703493,1590.1,19.0,46.91469564649957,305.2263672530725,318.1821811139174,331.46028963362374,re_france,FRA,2053
84,1834,France,33.88273052032554,11420.741269459311,10958.48512608778,11893.861251806353,1681.8,19.0,49.515964644720356,322.6218299125211,336.2343735236019,350.16762104505256,re_france,FRA,2056
85,1835,France,33.947825567713195,12056.636249296316,11571.156699893003,12552.946407909214,1773.5,19.0,52.11723364294113,340.0172925719696,354.2865659332864,368.8749524564813,re_france,FRA,2125
86,1836,France,34.01292061510085,12692.53122913332,12183.828273698226,13212.031564012075,1865.2,19.0,54.71850264116192,357.4127552314182,372.33875834297095,387.5822838679101,re_france,FRA,2090
87,1837,France,34.07801566248851,13328.426208970322,12796.499847503448,13871.116720114936,1956.9,19.0,57.3197716393827,374.8082178908668,390.39095075265544,406.28961527933893,re_france,FRA,2118
88,1838,France,34.14311070987616,13964.321188807326,13409.17142130867,14530.201876217796,2048.6,19.0,59.92104063760348,392.2036805503153,408.44314316234,424.9969466907677,re_france,FRA,2211
89,1839,France,34.20820575726382,14600.216168644329,14021.842995113893,15189.287032320655,2140.3,19.0,62.522309635824264,409.59914320976384,426.4953355720245,443.70427810219644,re_france,FRA,2130
90,1840,France,34.27330080465148,15236.111148481332,14634.514568919118,15848.372188423516,2232.0,19.0,65.12357863404505,426.9946058692124,444.547527981709,462.41160951362525,re_france,FRA,2276
91,1841,France,34.33839537820566,15177.483231573071,14579.336831370523,15785.500706608616,2223.1,19.0,64.74735887610743,424.61881318798464,442.0402284021456,459.7495057446665,re_france,FRA,2321
92,1842,France,34.40348995175984,15118.855314664812,14524.15909382193,15722.629224793716,2214.2,19.0,64.37113911816981,422.24302050675686,439.53292882258216,457.0874019757078,re_france,FRA,2260
93,1843,France,34.46858452531402,15060.227397756551,14468.981356273336,15659.757742978816,2205.3,19.0,63.99491936023218,419.8672278255291,437.0256292430188,454.42529820674906,re_france,FRA,2370
94,1844,France,34.533679098868205,15001.599480848292,14413.803618724744,15596.886261163916,2196.4,19.0,63.618699602294555,417.4914351443013,434.5183296634554,451.76319443779033,re_france,FRA,2444
95,1845,France,34.59877367242238,14942.971563940031,14358.625881176149,15534.014779349014,2187.5,19.0,63.242479844356936,415.1156424630735,432.011030083892,449.1010906688316,re_france,FRA,2359
96,1846,France,34.663868245976566,14884.34364703177,14303.448143627555,15471.143297534114,2178.6,19.0,62.86626008641932,412.7398497818457,429.5037305043286,446.4389868998728,re_france,FRA,2356
97,1847,France,34.72896281953075,14825.715730123511,14248.270406078962,15408.271815719214,2169.7,19.0,62.49004032848169,410.3640571006179,426.9964309247652,443.7768831309141,re_france,FRA,2606
98,1848,France,34.794057393084934,14767.08781321525,14193.092668530368,15345.400333904314,2160.8,19.0,62.11382057054407,407.98826441939013,424.4891313452018,441.11477936195536,re_france,FRA,2437
99,1849,France,34.85915196663911,14708.459896306991,14137.914930981775,15282.528852089414,2151.9,19.0,61.737600812606445,405.61247173816236,421.9818317656384,438.4526755929966,re_france,FRA,2506
100,1850,France,34.924246540193295,14649.83197939873,14082.73719343318,15219.657370274514,2143.0,19.0,61.361381054668826,403.2366790569346,419.474532186075,435.7905718240379,re_france,FRA,2546
101,1851,France,34.989347048872204,15108.111841092343,14516.006665708514,15703.401914598926,2208.7,19.0,63.09588299233888,414.67773824095525,431.588904862601,448.5908848392749,re_france,FRA,2499
102,1852,France,35.054447557551114,15566.391702785953,14949.276137983848,16187.146458923338,2274.4,19.0,64.83038493000893,426.1187974249759,443.70327753912693,461.391197854512,re_france,FRA,2652
103,1853,France,35.11954806623002,16024.671564479566,15382.545610259182,16670.89100324775,2340.1,19.0,66.564886867679,437.5598566089966,455.8176502156529,474.191510869749,re_france,FRA,2515
104,1854,France,35.18464857490893,16482.95142617318,15815.815082534515,17154.63554757216,2405.8,19.0,68.29938880534904,449.0009157930173,467.9320228921789,486.99182388498605,re_france,FRA,2627
105,1855,France,35.24974908358784,16941.23128786679,16249.084554809848,17638.380091896575,2471.5,19.0,70.0338907430191,460.441974977038,480.04639556870484,499.79213690022306,re_france,FRA,2577
106,1856,France,35.31484959226675,17399.5111495604,16682.35402708518,18122.124636220986,2537.2,19.0,71.76839268068915,471.8830341610587,492.1607682452308,512.5924499154601,re_france,FRA,2687
107,1857,France,35.379950100945656,17857.791011254012,17115.623499360518,18605.8691805454,2602.9,19.0,73.5028946183592,483.32409334507935,504.2751409217568,525.3927629306971,re_france,FRA,2836
108,1858,France,35.44505060962456,18316.070872947625,17548.89297163585,19089.61372486981,2668.6,19.0,75.23739655602927,494.7651525291001,516.3895135982827,538.1930759459342,re_france,FRA,3029
109,1859,France,35.51015111830347,18774.350734641237,17982.162443911184,19573.35826919422,2734.3,19.0,76.97189849369931,506.20621171312075,528.5038862748088,550.9933889611711,re_france,FRA,2828
110,1860,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,FRA,3016
111,1861,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,FRA,2820
112,1862,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,FRA,3051
113,1863,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,FRA,3145
114,1864,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,FRA,3169
115,1865,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,FRA,3067
116,1866,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,FRA,3083
117,1867,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,FRA,2890
118,1868,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,FRA,3159
119,1869,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,FRA,3198
120,1870,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,FRA,2990
121,1871,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,FRA,3027
122,1872,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,FRA,3312
123,1873,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,FRA,3064
124,1874,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,FRA,3438
125,1875,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,FRA,3537
126,1876,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,FRA,3233
127,1877,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,FRA,3390
128,1878,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,FRA,3333
129,1879,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,FRA,3113
130,1880,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,FRA,3379
131,1810,Italy,23.827646757471207,6616.901223343156,6123.758924614869,7118.99928350636,437.0,19.0,18.340040225037235,257.0022540180033,277.69847734831023,298.7705565709792,re_italy,ITA,2558
132,1811,Italy,23.88295899992757,6759.49631740756,6257.8350632985375,7269.519311961466,447.5,19.0,18.729099781673487,261.918455258525,282.91713831858453,304.26646024779853,re_italy,ITA,2473
133,1812,Italy,23.938271242383934,6902.091411471965,6391.911201982205,7420.039340416572,458.0,19.0,19.118159338309738,266.8346564990467,288.13579928885883,309.7623639246179,re_italy,ITA,2527
134,1813,Italy,23.9935834848403,7044.68650553637,6525.9873406658735,7570.559368871678,468.5,19.0,19.507218894945993,271.75085773956835,293.35446025913313,315.2582676014372,re_italy,ITA,2596
135,1814,Italy,24.048895727296664,7187.281599600775,6660.063479349542,7721.079397326784,479.0,19.0,19.896278451582244,276.66705898009,298.57312122940743,320.75417127825654,re_italy,ITA,2627
136,1815,Italy,24.104207969753027,7329.876693665179,6794.13961803321,7871.599425781889,489.5,19.0,20.285338008218496,281.5832602206117,303.79178219968173,326.2500749550759,re_italy,ITA,2511
137,1816,Italy,24.15952021220939,7472.471787729584,6928.215756716878,8022.119454236995,500.0,19.0,20.674397564854747,286.4994614611334,309.0104431699561,331.74597863189524,re_italy,ITA,2473
138,1817,Italy,24.214832454665753,7615.066881793989,7062.291895400546,8172.6394826921005,510.5,19.0,21.063457121491,291.4156627016551,314.2291041402304,337.2418823087146,re_italy,ITA,2496
139,1818,Italy,24.27014469712212,7757.661975858393,7196.368034084215,8323.159511147207,521.0,19.0,21.452516678127253,296.33186394217677,319.4477651105047,342.7377859855339,re_italy,ITA,2688
140,1819,Italy,24.325456939578483,7900.257069922798,7330.444172767882,8473.679539602312,531.5,19.0,21.841576234763505,301.24806518269844,324.666426080779,348.23368966235324,re_italy,ITA,2665
141,1820,Italy,24.380769182034847,8042.852163987202,7464.520311451551,8624.199568057418,542.0,19.0,22.230635791399756,306.1642664232201,329.8850870510533,353.7295933391726,re_italy,ITA,2665
142,1821,Italy,24.436131774796007,8002.189273540116,7428.959391039666,8578.23815169112,540.2,19.0,22.10908699814395,304.0583012381422,327.52183805622695,351.1009029898908,re_italy,ITA,2619
143,1822,Italy,24.49149436755717,7961.526383093029,7393.3984706277815,8532.27673532482,538.4,19.0,21.987538204888146,301.95233605306424,325.1585890614007,348.472212640609,re_italy,ITA,2650
144,1823,Italy,24.54685696031833,7920.863492645943,7357.837550215897,8486.315318958521,536.6,19.0,21.86598941163234,299.8463708679863,322.79534006657434,345.8435222913272,re_italy,ITA,2673
145,1824,Italy,24.602219553079493,7880.200602198856,7322.276629804012,8440.353902592222,534.8,19.0,21.744440618376537,297.7404056829084,320.432091071748,343.2148319420454,re_italy,ITA,2742
146,1825,Italy,24.657582145840653,7839.537711751769,7286.715709392128,8394.392486225923,533.0,19.0,21.622891825120732,295.6344404978304,318.06884207692167,340.5861415927636,re_italy,ITA,2703
147,1826,Italy,24.712944738601813,7798.874821304683,7251.154788980243,8348.431069859624,531.2,19.0,21.50134303186493,293.52847531275245,315.7055930820954,337.9574512434818,re_italy,ITA,2780
148,1827,Italy,24.768307331362976,7758.211930857597,7215.593868568359,8302.469653493325,529.4,19.0,21.379794238609126,291.4225101276745,313.34234408726905,335.3287608942,re_italy,ITA,2734
149,1828,Italy,24.823669924124136,7717.54904041051,7180.032948156474,8256.508237127025,527.6,19.0,21.25824544535332,289.3165449425966,310.9790950924427,332.7000705449182,re_italy,ITA,2703
150,1829,Italy,24.8790325168853,7676.886149963423,7144.4720277445895,8210.546820760726,525.8,19.0,21.136696652097516,287.21057975751864,308.61584609761644,330.0713801956364,re_italy,ITA,2696
151,1830,Italy,24.93439510964646,7636.223259516337,7108.911107332705,8164.585404394426,524.0,19.0,21.01514785884171,285.1046145724407,306.2525971027901,327.4426898463546,re_italy,ITA,2657
152,1831,Italy,24.98983556627683,8409.622143132747,7830.445405582861,8990.525197133229,576.7,19.0,23.037012805866915,312.792382423538,335.92916521919733,359.1345007893244,re_italy,ITA,2750
153,1832,Italy,25.045276022907203,9183.021026749157,8551.979703833016,9816.46498987203,629.4,19.0,25.058877752892116,340.4801502746354,365.60573333560455,390.82631173229424,re_italy,ITA,2773
154,1833,Italy,25.100716479537578,9956.419910365566,9273.514002083171,10642.404782610833,682.1,19.0,27.08074269991732,368.1679181257327,395.2823014520118,422.51812267526407,re_italy,ITA,2788
155,1834,Italy,25.15615693616795,10729.818793981978,9995.048300333328,11468.344575349636,734.8,19.0,29.102607646942523,395.85568597683005,424.958869568419,454.20993361823383,re_italy,ITA,2811
156,1835,Italy,25.21159739279832,11503.217677598388,10716.582598583485,12294.28436808844,787.5,19.0,31.124472593967727,423.54345382792735,454.63543768482623,485.90174456120366,re_italy,ITA,2888
157,1836,Italy,25.267037849428693,12276.616561214798,11438.116896833639,13120.224160827242,840.2,19.0,33.14633754099293,451.23122167902466,484.31200580123345,517.5935555041735,re_italy,ITA,2680
158,1837,Italy,25.322478306059065,13050.01544483121,12159.651195083796,13946.163953566043,892.9000000000001,19.0,35.16820248801813,478.91898953012196,513.9885739176407,549.2853664471432,re_italy,ITA,2611
159,1838,Italy,25.37791876268944,13823.41432844762,12881.185493333953,14772.103746304845,945.6,19.0,37.19006743504333,506.6067573812193,543.6651420340479,580.9771773901131,re_italy,ITA,2650
160,1839,Italy,25.43335921931981,14596.81321206403,13602.719791584108,15598.043539043649,998.3,19.0,39.21193238206854,534.2945252323167,573.3417101504551,612.6689883330829,re_italy,ITA,2627
161,1840,Italy,25.488799675950183,15370.21209568044,14324.254089834263,16423.983331782452,1051.0,19.0,41.23379732909374,561.982293083414,603.0182782668624,644.3607992760527,re_italy,ITA,2711
162,1841,Italy,25.544337831930026,15205.532184129008,14166.43536923248,16252.201440034984,1040.8,19.0,40.75422575206292,554.7242349727795,595.4092682943584,636.3909383521836,re_italy,ITA,2765
163,1842,Italy,25.59987598790987,15040.852272577578,14008.616648630696,16080.419548287515,1030.6,19.0,40.274654175032104,547.4661768621451,587.8002583218545,628.4210774283144,re_italy,ITA,2788
164,1843,Italy,25.655414143889708,14876.172361026147,13850.797928028913,15908.637656540046,1020.4,19.0,39.79508259800129,540.2081187515106,580.1912483493505,620.4512165044454,re_italy,ITA,2650
165,1844,Italy,25.71095229986955,14711.492449474716,13692.97920742713,15736.855764792577,1010.2,19.0,39.31551102097047,532.9500606408761,572.5822383768466,612.4813555805763,re_italy,ITA,2650
166,1845,Italy,25.766490455849393,14546.812537923284,13535.160486825345,15565.073873045108,1000.0,19.0,38.83593944393965,525.6920025302416,564.9732284043425,604.5114946567071,re_italy,ITA,2673
167,1846,Italy,25.822028611829236,14382.132626371855,13377.341766223562,15393.29198129764,989.8,19.0,38.356367866908826,518.4339444196071,557.3642184318386,596.541633732838,re_italy,ITA,2650
168,1847,Italy,25.87756676780908,14217.452714820423,13219.52304562178,15221.510089550171,979.6,19.0,37.87679628987801,511.1758863089727,549.7552084593347,588.571772808969,re_italy,ITA,2588
169,1848,Italy,25.933104923788918,14052.772803268992,13061.704325019997,15049.728197802702,969.4,19.0,37.39722471284719,503.91782819833816,542.1461984868307,580.6019118850999,re_italy,ITA,2657
170,1849,Italy,25.98864307976876,13888.092891717562,12903.885604418212,14877.946306055233,959.2,19.0,36.91765313581637,496.6597700877037,534.5371885143268,572.6320509612307,re_italy,ITA,2642
171,1850,Italy,26.044181235748603,13723.412980166131,12746.06688381643,14706.164414307765,949.0,19.0,36.438081558785555,489.4017119770692,526.9281785418228,564.6621900373616,re_italy,ITA,2611
172,1851,Italy,26.09983083802602,14124.20729743689,13103.227100269885,15149.652251578123,976.9,19.0,37.4106972182313,501.80459941567153,540.8928971877409,580.1529464180722,re_italy,ITA,2611
173,1852,Italy,26.155480440303435,14525.00161470765,13460.387316723341,15593.140088848484,1004.8,19.0,38.38331287767704,514.2074868542738,554.8576158336591,595.6437027987828,re_italy,ITA,2573
174,1853,Italy,26.21113004258085,14925.79593197841,13817.547533176798,16036.627926118843,1032.7,19.0,39.355928537122786,526.6103742928761,568.8223344795772,611.1344591794934,re_italy,ITA,2519
175,1854,Italy,26.266779644858268,15326.590249249168,14174.707749630254,16480.115763389203,1060.6,19.0,40.32854419656853,539.0132617314785,582.7870531254954,626.6252155602041,re_italy,ITA,2350
176,1855,Italy,26.322429247135688,15727.384566519926,14531.867966083712,16923.60360065956,1088.5,19.0,41.30115985601427,551.4161491700806,596.7517717714135,642.1159719409147,re_italy,ITA,2373
177,1856,Italy,26.378078849413104,16128.178883790686,14889.028182537168,17367.09143792992,1116.4,19.0,42.27377551546002,563.8190366086831,610.7164904173317,657.6067283216253,re_italy,ITA,2381
178,1857,Italy,26.43372845169052,16528.973201061446,15246.188398990624,17810.57927520028,1144.3,19.0,43.24639117490576,576.2219240472853,624.6812090632498,673.0974847023359,re_italy,ITA,2573
179,1858,Italy,26.489378053967936,16929.767518332206,15603.34861544408,18254.067112470642,1172.2,19.0,44.219006834351504,588.6248114858876,638.6459277091678,688.5882410830466,re_italy,ITA,2673
180,1859,Italy,26.545027656245352,17330.561835602963,15960.508831897536,18697.554949741,1200.1,19.0,45.19162249379725,601.0276989244899,652.610646355086,704.0789974637571,re_italy,ITA,2588
181,1860,Italy,26.60067725852277,17731.356152873723,16317.669048350992,19141.04278701136,1228.0,19.0,46.16423815324299,613.4305863630922,666.5753650010041,719.5697538444678,re_italy,ITA,2573
182,1861,Italy,26.60067725852277,17731.356152873723,16317.669048350992,19141.04278701136,1228.0,19.0,46.16423815324299,613.4305863630922,666.5753650010041,719.5697538444678,re_italy,ITA,2558
183,1862,Italy,26.60067725852277,17731.356152873723,16317.669048350992,19141.04278701136,1228.0,19.0,46.16423815324299,613.4305863630922,666.5753650010041,719.5697538444678,re_italy,ITA,2634
184,1863,Italy,26.60067725852277,17731.356152873723,16317.669048350992,19141.04278701136,1228.0,19.0,46.16423815324299,613.4305863630922,666.5753650010041,719.5697538444678,re_italy,ITA,2688
185,1864,Italy,26.60067725852277,17731.356152873723,16317.669048350992,19141.04278701136,1228.0,19.0,46.16423815324299,613.4305863630922,666.5753650010041,719.5697538444678,re_italy,ITA,2642
186,1865,Italy,26.60067725852277,17731.356152873723,16317.669048350992,19141.04278701136,1228.0,19.0,46.16423815324299,613.4305863630922,666.5753650010041,719.5697538444678,re_italy,ITA,2780
187,1866,Italy,26.60067725852277,17731.356152873723,16317.669048350992,19141.04278701136,1228.0,19.0,46.16423815324299,613.4305863630922,666.5753650010041,719.5697538444678,re_italy,ITA,2588
188,1867,Italy,26.60067725852277,17731.356152873723,16317.669048350992,19141.04278701136,1228.0,19.0,46.16423815324299,613.4305863630922,666.5753650010041,719.5697538444678,re_italy,ITA,2611
189,1868,Italy,26.60067725852277,17731.356152873723,16317.669048350992,19141.04278701136,1228.0,19.0,46.16423815324299,613.4305863630922,666.5753650010041,719.5697538444678,re_italy,ITA,2627
190,1869,Italy,26.60067725852277,17731.356152873723,16317.669048350992,19141.04278701136,1228.0,19.0,46.16423815324299,613.4305863630922,666.5753650010041,719.5697538444678,re_italy,ITA,2696
191,1870,Italy,26.60067725852277,17731.356152873723,16317.669048350992,19141.04278701136,1228.0,19.0,46.16423815324299,613.4305863630922,666.5753650010041,719.5697538444678,re_italy,ITA,2826
192,1871,Italy,26.60067725852277,17731.356152873723,16317.669048350992,19141.04278701136,1228.0,19.0,46.16423815324299,613.4305863630922,666.5753650010041,719.5697538444678,re_italy,ITA,2811
193,1872,Italy,26.60067725852277,17731.356152873723,16317.669048350992,19141.04278701136,1228.0,19.0,46.16423815324299,613.4305863630922,666.5753650010041,719.5697538444678,re_italy,ITA,2593
194,1873,Italy,26.60067725852277,17731.356152873723,16317.669048350992,19141.04278701136,1228.0,19.0,46.16423815324299,613.4305863630922,666.5753650010041,719.5697538444678,re_italy,ITA,2581
195,1874,Italy,26.60067725852277,17731.356152873723,16317.669048350992,19141.04278701136,1228.0,19.0,46.16423815324299,613.4305863630922,666.5753650010041,719.5697538444678,re_italy,ITA,2715
196,1875,Italy,26.60067725852277,17731.356152873723,16317.669048350992,19141.04278701136,1228.0,19.0,46.16423815324299,613.4305863630922,666.5753650010041,719.5697538444678,re_italy,ITA,2727
197,1876,Italy,26.60067725852277,17731.356152873723,16317.669048350992,19141.04278701136,1228.0,19.0,46.16423815324299,613.4305863630922,666.5753650010041,719.5697538444678,re_italy,ITA,2662
198,1877,Italy,26.60067725852277,17731.356152873723,16317.669048350992,19141.04278701136,1228.0,19.0,46.16423815324299,613.4305863630922,666.5753650010041,719.5697538444678,re_italy,ITA,2678
199,1878,Italy,26.60067725852277,17731.356152873723,16317.669048350992,19141.04278701136,1228.0,19.0,46.16423815324299,613.4305863630922,666.5753650010041,719.5697538444678,re_italy,ITA,2745
200,1879,Italy,26.60067725852277,17731.356152873723,16317.669048350992,19141.04278701136,1228.0,19.0,46.16423815324299,613.4305863630922,666.5753650010041,719.5697538444678,re_italy,ITA,2753
201,1880,Italy,26.60067725852277,17731.356152873723,16317.669048350992,19141.04278701136,1228.0,19.0,46.16423815324299,613.4305863630922,666.5753650010041,719.5697538444678,re_italy,ITA,2796
