,N_est,lower,upper,decade,region
1660,11.198247367411671,8.998397298796004,13.56738613347882,390,Latin World
1661,37.87996570324351,30.42698928864664,45.87437998576947,400,Latin World
1662,3.848544290486005,3.088230235439926,4.664461599753749,410,Latin World
1663,11.742900761801614,9.403308362949565,14.26096563428657,420,Latin World
1664,77.1591014421225,61.41955200029783,94.01257166766126,440,Latin World
1665,8.454088688534767,6.702174164927039,10.379895754601284,460,Latin World
1666,22.054484735838557,17.28373182498568,27.211957410067644,480,Latin World
1667,4.610410182552528,3.5656846280312013,5.724675436118891,500,Latin World
1668,4.71515101284217,3.625149104503052,5.892725733944216,510,Latin World
1669,4.842747343584513,3.853904383619579,5.9289689715351255,640,Low countries
1670,5.10964109663016,4.3577840072664085,5.911252218235065,960,Low countries
1671,5.065954034799344,4.331568187256211,5.838090496245772,980,Low countries
1672,5.022891389547393,4.319053455537169,5.771041979496512,1000,Low countries
1673,4.946011866279862,4.302192153734611,5.625420849214689,1040,Low countries
1674,4.915789492033042,4.310224724236287,5.548118912528323,1060,Low countries
1675,4.878561103041227,4.349992978958423,5.419936617255961,1120,Low countries
1676,9.779046924740037,8.766961281219784,10.836059506045126,1140,Low countries
1677,9.830015287456304,8.844026607637836,10.871986199772929,1160,Low countries
1678,9.913695846668595,8.926750159999264,10.939161614443057,1180,Low countries
1679,5.146851382419428,4.635966685906381,5.671691030726141,1230,Low countries
1680,20.807938056886293,18.717413082892055,22.95647417999154,1240,Low countries
1681,10.527390468053463,9.474956715853308,11.615441821914011,1250,Low countries
1682,10.982524320307697,9.896529614916492,12.11743754038244,1280,Low countries
1683,5.581075481738906,5.032711985232224,6.153163491763875,1290,Low countries
1684,17.032783704672493,15.364295879982706,18.752232748595706,1300,Low countries
1685,5.7806458881999205,5.224677249505774,6.365118430078548,1310,Low countries
1686,11.78008669642962,10.668836821593905,12.96362567109572,1320,Low countries
1687,24.50815372088373,22.245498206804736,26.87625500155996,1340,Low countries
1688,13.048359645852113,11.921396221849,14.242539914514554,1370,Low countries
1689,73.33033544340292,67.13187503349157,79.84158880554008,1380,Low countries
1690,13.625739978632986,12.507124541500538,14.812352964720004,1390,Low countries
1691,27.852554335684157,25.609775770082926,30.200841673225423,1400,Low countries
1692,7.116674689752943,6.556880221890361,7.7008052429768625,1410,Low countries
1693,50.91025003637082,47.00481158896872,54.939578015175776,1420,Low countries
1694,22.29343238756022,20.61770268503868,24.007704934485066,1430,Low countries
1695,189.76783237264613,175.91865586030207,204.195646671998,1440,Low countries
1696,31.00326794399985,28.77051402196295,33.304640541885355,1450,Low countries
1697,134.48024367693063,124.95016871310494,144.30742943264224,1460,Low countries
1698,32.27659233177979,30.02650413425469,34.60697787020897,1470,Low countries
1699,254.9893630106193,237.4799494110245,273.19630914714674,1480,Low countries
1700,75.40643000223103,70.27936049887242,80.70323255478787,1490,Low countries
1701,221.70503315560936,206.74273509935057,236.91757880046765,1500,Low countries
1702,130.05242721055603,121.32673183260496,138.9726181925466,1510,Low countries
1703,342.4497237177155,319.5601142621209,365.8192959882,1520,Low countries
1704,250.16810748126568,233.69525775679656,267.1469642223888,1530,Low countries
1705,905.338219195882,846.4534136286132,966.5119141645354,1540,Low countries
1706,320.6528465508422,299.83257934029524,342.1058789844058,1550,Low countries
1707,648.034818530743,606.3425105931782,691.1878025357265,1560,Low countries
1708,382.9591380551636,358.3647226701696,408.13941868177056,1570,Low countries
1709,1147.8632376722758,1075.5821937519324,1222.18569478259,1580,Low countries
1710,520.3928085074591,487.8395993463171,553.4965571091913,1590,Low countries
1711,1130.4851500363363,1061.3001211913088,1201.213461388353,1600,Low countries
1712,1152.4043775334064,1082.949503988756,1222.5567360218952,1610,Low countries
1713,2096.672858918282,1972.333836102865,2222.885242554352,1620,Low countries
1714,1458.6052248280853,1374.3481647060987,1545.282456123941,1630,Low countries
