,region_code,country_code_maddison,year,gdp_per_capita,region_name
85,re_eastern_europe,POL,1825,897,Eastern Europe
86,re_eastern_europe,POL,1826,902,Eastern Europe
87,re_eastern_europe,POL,1827,921,Eastern Europe
88,re_eastern_europe,POL,1828,942,Eastern Europe
89,re_eastern_europe,POL,1829,953,Eastern Europe
90,re_eastern_europe,POL,1830,942,Eastern Europe
91,re_eastern_europe,POL,1831,929,Eastern Europe
92,re_eastern_europe,POL,1832,923,Eastern Europe
93,re_eastern_europe,POL,1833,920,Eastern Europe
94,re_eastern_europe,POL,1834,923,Eastern Europe
95,re_eastern_europe,POL,1835,915,Eastern Europe
96,re_eastern_europe,POL,1836,912,Eastern Europe
97,re_eastern_europe,POL,1837,923,Eastern Europe
98,re_eastern_europe,POL,1838,921,Eastern Europe
99,re_eastern_europe,POL,1839,913,Eastern Europe
100,re_eastern_europe,POL,1840,907,Eastern Europe
101,re_eastern_europe,POL,1841,921,Eastern Europe
102,re_eastern_europe,POL,1842,917,Eastern Europe
103,re_eastern_europe,POL,1843,913,Eastern Europe
104,re_eastern_europe,POL,1844,915,Eastern Europe
105,re_eastern_europe,POL,1845,932,Eastern Europe
106,re_eastern_europe,POL,1846,944,Eastern Europe
107,re_eastern_europe,POL,1847,956,Eastern Europe
108,re_eastern_europe,POL,1848,960,Eastern Europe
109,re_eastern_europe,POL,1849,960,Eastern Europe
110,re_eastern_europe,POL,1850,985,Eastern Europe
111,re_eastern_europe,POL,1851,1038,Eastern Europe
112,re_eastern_europe,POL,1852,1062,Eastern Europe
113,re_eastern_europe,POL,1853,1108,Eastern Europe
114,re_eastern_europe,POL,1854,1133,Eastern Europe
115,re_eastern_europe,POL,1855,1162,Eastern Europe
116,re_eastern_europe,POL,1856,1159,Eastern Europe
117,re_eastern_europe,POL,1857,1183,Eastern Europe
118,re_eastern_europe,POL,1858,1237,Eastern Europe
119,re_eastern_europe,POL,1859,1296,Eastern Europe
120,re_eastern_europe,POL,1860,1358,Eastern Europe
121,re_eastern_europe,POL,1861,1387,Eastern Europe
122,re_eastern_europe,POL,1862,1376,Eastern Europe
123,re_eastern_europe,POL,1863,1387,Eastern Europe
124,re_eastern_europe,POL,1864,1420,Eastern Europe
125,re_eastern_europe,POL,1865,1446,Eastern Europe
126,re_eastern_europe,POL,1866,1470,Eastern Europe
127,re_eastern_europe,POL,1867,1516,Eastern Europe
128,re_eastern_europe,POL,1868,1556,Eastern Europe
129,re_eastern_europe,POL,1869,1559,Eastern Europe
130,re_eastern_europe,POL,1870,1575,Eastern Europe
131,re_eastern_europe,POL,1871,1576,Eastern Europe
132,re_eastern_europe,POL,1872,1599,Eastern Europe
133,re_eastern_europe,POL,1873,1653,Eastern Europe
134,re_eastern_europe,POL,1874,1682,Eastern Europe
135,re_eastern_europe,POL,1875,1686,Eastern Europe
136,re_eastern_europe,POL,1876,1733,Eastern Europe
137,re_eastern_europe,POL,1877,1761,Eastern Europe
138,re_eastern_europe,POL,1878,1800,Eastern Europe
139,re_eastern_europe,POL,1879,1835,Eastern Europe
140,re_eastern_europe,POL,1880,1886,Eastern Europe
141,re_nordic_countries,SWE,1810,1320,Nordic countries
142,re_nordic_countries,SWE,1811,1417,Nordic countries
143,re_nordic_countries,SWE,1812,1328,Nordic countries
144,re_nordic_countries,SWE,1813,1352,Nordic countries
145,re_nordic_countries,SWE,1814,1363,Nordic countries
146,re_nordic_countries,SWE,1815,1411,Nordic countries
147,re_nordic_countries,SWE,1816,1438,Nordic countries
148,re_nordic_countries,SWE,1817,1396,Nordic countries
149,re_nordic_countries,SWE,1818,1407,Nordic countries
150,re_nordic_countries,SWE,1819,1395,Nordic countries
151,re_nordic_countries,SWE,1820,1415,Nordic countries
152,re_nordic_countries,SWE,1821,1457,Nordic countries
153,re_nordic_countries,SWE,1822,1465,Nordic countries
154,re_nordic_countries,SWE,1823,1449,Nordic countries
155,re_nordic_countries,SWE,1824,1487,Nordic countries
156,re_nordic_countries,SWE,1825,1527,Nordic countries
157,re_nordic_countries,SWE,1826,1532,Nordic countries
158,re_nordic_countries,SWE,1827,1458,Nordic countries
159,re_nordic_countries,SWE,1828,1486,Nordic countries
160,re_nordic_countries,SWE,1829,1506,Nordic countries
161,re_nordic_countries,SWE,1830,1468,Nordic countries
162,re_nordic_countries,SWE,1831,1497,Nordic countries
163,re_nordic_countries,SWE,1832,1457,Nordic countries
164,re_nordic_countries,SWE,1833,1503,Nordic countries
165,re_nordic_countries,SWE,1834,1522,Nordic countries
166,re_nordic_countries,SWE,1835,1517,Nordic countries
167,re_nordic_countries,SWE,1836,1565,Nordic countries
168,re_nordic_countries,SWE,1837,1554,Nordic countries
169,re_nordic_countries,SWE,1838,1529,Nordic countries
170,re_nordic_countries,SWE,1839,1546,Nordic countries
171,re_nordic_countries,SWE,1840,1568,Nordic countries
172,re_nordic_countries,SWE,1841,1549,Nordic countries
173,re_nordic_countries,SWE,1842,1476,Nordic countries
174,re_nordic_countries,SWE,1843,1508,Nordic countries
175,re_nordic_countries,SWE,1844,1573,Nordic countries
176,re_nordic_countries,SWE,1845,1610,Nordic countries
177,re_nordic_countries,SWE,1846,1554,Nordic countries
178,re_nordic_countries,SWE,1847,1594,Nordic countries
179,re_nordic_countries,SWE,1848,1612,Nordic countries
180,re_nordic_countries,SWE,1849,1672,Nordic countries
181,re_nordic_countries,SWE,1850,1715,Nordic countries
182,re_nordic_countries,SWE,1851,1682,Nordic countries
183,re_nordic_countries,SWE,1852,1645,Nordic countries
184,re_nordic_countries,SWE,1853,1667,Nordic countries
185,re_nordic_countries,SWE,1854,1685,Nordic countries
186,re_nordic_countries,SWE,1855,1788,Nordic countries
187,re_nordic_countries,SWE,1856,1771,Nordic countries
188,re_nordic_countries,SWE,1857,1819,Nordic countries
189,re_nordic_countries,SWE,1858,1841,Nordic countries
190,re_nordic_countries,SWE,1859,1906,Nordic countries
191,re_nordic_countries,SWE,1860,1941,Nordic countries
192,re_nordic_countries,SWE,1861,1865,Nordic countries
193,re_nordic_countries,SWE,1862,1808,Nordic countries
194,re_nordic_countries,SWE,1863,1886,Nordic countries
195,re_nordic_countries,SWE,1864,1919,Nordic countries
196,re_nordic_countries,SWE,1865,1953,Nordic countries
197,re_nordic_countries,SWE,1866,1921,Nordic countries
198,re_nordic_countries,SWE,1867,1949,Nordic countries
199,re_nordic_countries,SWE,1868,1774,Nordic countries
200,re_nordic_countries,SWE,1869,1902,Nordic countries
201,re_nordic_countries,SWE,1870,2144,Nordic countries
202,re_nordic_countries,SWE,1871,2219,Nordic countries
203,re_nordic_countries,SWE,1872,2259,Nordic countries
204,re_nordic_countries,SWE,1873,2284,Nordic countries
205,re_nordic_countries,SWE,1874,2370,Nordic countries
206,re_nordic_countries,SWE,1875,2286,Nordic countries
207,re_nordic_countries,SWE,1876,2431,Nordic countries
208,re_nordic_countries,SWE,1877,2377,Nordic countries
209,re_nordic_countries,SWE,1878,2291,Nordic countries
210,re_nordic_countries,SWE,1879,2416,Nordic countries
211,re_nordic_countries,SWE,1880,2359,Nordic countries
212,re_low_countries,NLD,1815,3011,Low countries
213,re_low_countries,NLD,1816,2869,Low countries
214,re_low_countries,NLD,1817,2898,Low countries
215,re_low_countries,NLD,1818,2942,Low countries
216,re_low_countries,NLD,1819,2807,Low countries
217,re_low_countries,NLD,1820,3006,Low countries
218,re_low_countries,NLD,1821,2947,Low countries
219,re_low_countries,NLD,1822,2974,Low countries
220,re_low_countries,NLD,1823,3121,Low countries
221,re_low_countries,NLD,1824,3100,Low countries
222,re_low_countries,NLD,1825,3022,Low countries
223,re_low_countries,NLD,1826,3068,Low countries
224,re_low_countries,NLD,1827,3250,Low countries
225,re_low_countries,NLD,1828,3319,Low countries
226,re_low_countries,NLD,1829,3325,Low countries
227,re_low_countries,NLD,1830,3038,Low countries
228,re_low_countries,NLD,1831,3264,Low countries
229,re_low_countries,NLD,1832,3417,Low countries
230,re_low_countries,NLD,1833,3341,Low countries
231,re_low_countries,NLD,1834,3370,Low countries
232,re_low_countries,NLD,1835,3360,Low countries
233,re_low_countries,NLD,1836,3472,Low countries
234,re_low_countries,NLD,1837,3553,Low countries
235,re_low_countries,NLD,1838,3590,Low countries
236,re_low_countries,NLD,1839,3588,Low countries
237,re_low_countries,NLD,1840,3623,Low countries
238,re_low_countries,NLD,1841,3658,Low countries
239,re_low_countries,NLD,1842,3569,Low countries
240,re_low_countries,NLD,1843,3507,Low countries
241,re_low_countries,NLD,1844,3540,Low countries
242,re_low_countries,NLD,1845,3515,Low countries
243,re_low_countries,NLD,1846,3521,Low countries
244,re_low_countries,NLD,1847,3545,Low countries
245,re_low_countries,NLD,1848,3602,Low countries
246,re_low_countries,NLD,1849,3709,Low countries
247,re_low_countries,NLD,1850,3779,Low countries
248,re_low_countries,NLD,1851,3834,Low countries
249,re_low_countries,NLD,1852,3790,Low countries
250,re_low_countries,NLD,1853,3704,Low countries
251,re_low_countries,NLD,1854,3931,Low countries
252,re_low_countries,NLD,1855,3824,Low countries
253,re_low_countries,NLD,1856,3977,Low countries
254,re_low_countries,NLD,1857,3907,Low countries
255,re_low_countries,NLD,1858,3800,Low countries
256,re_low_countries,NLD,1859,3665,Low countries
257,re_low_countries,NLD,1860,3840,Low countries
258,re_low_countries,NLD,1861,3735,Low countries
259,re_low_countries,NLD,1862,3881,Low countries
260,re_low_countries,NLD,1863,3953,Low countries
261,re_low_countries,NLD,1864,4111,Low countries
262,re_low_countries,NLD,1865,4117,Low countries
263,re_low_countries,NLD,1866,4272,Low countries
264,re_low_countries,NLD,1867,4127,Low countries
265,re_low_countries,NLD,1868,4152,Low countries
266,re_low_countries,NLD,1869,4286,Low countries
267,re_low_countries,NLD,1870,4422,Low countries
268,re_low_countries,NLD,1871,4364,Low countries
269,re_low_countries,NLD,1872,4414,Low countries
270,re_low_countries,NLD,1873,4503,Low countries
271,re_low_countries,NLD,1874,4337,Low countries
272,re_low_countries,NLD,1875,4584,Low countries
273,re_low_countries,NLD,1876,4595,Low countries
274,re_low_countries,NLD,1877,4651,Low countries
275,re_low_countries,NLD,1878,4637,Low countries
276,re_low_countries,NLD,1879,4414,Low countries
277,re_low_countries,NLD,1880,4666,Low countries
278,re_france,FRA,1820,1809,France
279,re_france,FRA,1821,1953,France
280,re_france,FRA,1822,1875,France
281,re_france,FRA,1823,1934,France
282,re_france,FRA,1824,1986,France
283,re_france,FRA,1825,1898,France
284,re_france,FRA,1826,1949,France
285,re_france,FRA,1827,1908,France
286,re_france,FRA,1828,1897,France
287,re_france,FRA,1829,1946,France
288,re_france,FRA,1830,1898,France
289,re_france,FRA,1831,1926,France
290,re_france,FRA,1832,2091,France
291,re_france,FRA,1833,2053,France
292,re_france,FRA,1834,2056,France
293,re_france,FRA,1835,2125,France
294,re_france,FRA,1836,2090,France
295,re_france,FRA,1837,2118,France
296,re_france,FRA,1838,2211,France
297,re_france,FRA,1839,2130,France
298,re_france,FRA,1840,2276,France
299,re_france,FRA,1841,2321,France
300,re_france,FRA,1842,2260,France
301,re_france,FRA,1843,2370,France
302,re_france,FRA,1844,2444,France
303,re_france,FRA,1845,2359,France
304,re_france,FRA,1846,2356,France
305,re_france,FRA,1847,2606,France
306,re_france,FRA,1848,2437,France
307,re_france,FRA,1849,2506,France
308,re_france,FRA,1850,2546,France
309,re_france,FRA,1851,2499,France
310,re_france,FRA,1852,2652,France
311,re_france,FRA,1853,2515,France
312,re_france,FRA,1854,2627,France
313,re_france,FRA,1855,2577,France
314,re_france,FRA,1856,2687,France
315,re_france,FRA,1857,2836,France
316,re_france,FRA,1858,3029,France
317,re_france,FRA,1859,2828,France
318,re_france,FRA,1860,3016,France
319,re_france,FRA,1861,2820,France
320,re_france,FRA,1862,3051,France
321,re_france,FRA,1863,3145,France
322,re_france,FRA,1864,3169,France
323,re_france,FRA,1865,3067,France
324,re_france,FRA,1866,3083,France
325,re_france,FRA,1867,2890,France
326,re_france,FRA,1868,3159,France
327,re_france,FRA,1869,3198,France
328,re_france,FRA,1870,2990,France
329,re_france,FRA,1871,3027,France
330,re_france,FRA,1872,3312,France
331,re_france,FRA,1873,3064,France
332,re_france,FRA,1874,3438,France
333,re_france,FRA,1875,3537,France
334,re_france,FRA,1876,3233,France
335,re_france,FRA,1877,3390,France
336,re_france,FRA,1878,3333,France
337,re_france,FRA,1879,3113,France
338,re_france,FRA,1880,3379,France
339,re_united_kingdom,GBR,1810,3478,United Kingdom
340,re_united_kingdom,GBR,1811,3397,United Kingdom
341,re_united_kingdom,GBR,1812,3207,United Kingdom
342,re_united_kingdom,GBR,1813,3328,United Kingdom
343,re_united_kingdom,GBR,1814,3204,United Kingdom
344,re_united_kingdom,GBR,1815,3489,United Kingdom
345,re_united_kingdom,GBR,1816,3250,United Kingdom
346,re_united_kingdom,GBR,1817,3253,United Kingdom
347,re_united_kingdom,GBR,1818,3201,United Kingdom
348,re_united_kingdom,GBR,1819,3103,United Kingdom
349,re_united_kingdom,GBR,1820,3306,United Kingdom
350,re_united_kingdom,GBR,1821,3308,United Kingdom
351,re_united_kingdom,GBR,1822,3315,United Kingdom
352,re_united_kingdom,GBR,1823,3359,United Kingdom
353,re_united_kingdom,GBR,1824,3492,United Kingdom
354,re_united_kingdom,GBR,1825,3521,United Kingdom
355,re_united_kingdom,GBR,1826,3290,United Kingdom
356,re_united_kingdom,GBR,1827,3499,United Kingdom
357,re_united_kingdom,GBR,1828,3461,United Kingdom
358,re_united_kingdom,GBR,1829,3443,United Kingdom
359,re_united_kingdom,GBR,1830,3550,United Kingdom
360,re_united_kingdom,GBR,1831,3545,United Kingdom
361,re_united_kingdom,GBR,1832,3612,United Kingdom
362,re_united_kingdom,GBR,1833,3599,United Kingdom
363,re_united_kingdom,GBR,1834,3639,United Kingdom
364,re_united_kingdom,GBR,1835,3861,United Kingdom
365,re_united_kingdom,GBR,1836,3937,United Kingdom
366,re_united_kingdom,GBR,1837,3857,United Kingdom
367,re_united_kingdom,GBR,1838,3963,United Kingdom
368,re_united_kingdom,GBR,1839,3881,United Kingdom
369,re_united_kingdom,GBR,1840,4018,United Kingdom
370,re_united_kingdom,GBR,1841,3894,United Kingdom
371,re_united_kingdom,GBR,1842,3808,United Kingdom
372,re_united_kingdom,GBR,1843,3950,United Kingdom
373,re_united_kingdom,GBR,1844,4245,United Kingdom
374,re_united_kingdom,GBR,1845,4387,United Kingdom
375,re_united_kingdom,GBR,1846,4334,United Kingdom
376,re_united_kingdom,GBR,1847,4234,United Kingdom
377,re_united_kingdom,GBR,1848,4361,United Kingdom
378,re_united_kingdom,GBR,1849,4422,United Kingdom
379,re_united_kingdom,GBR,1850,4332,United Kingdom
380,re_united_kingdom,GBR,1851,4477,United Kingdom
381,re_united_kingdom,GBR,1852,4626,United Kingdom
382,re_united_kingdom,GBR,1853,4734,United Kingdom
383,re_united_kingdom,GBR,1854,4909,United Kingdom
384,re_united_kingdom,GBR,1855,4748,United Kingdom
385,re_united_kingdom,GBR,1856,5013,United Kingdom
386,re_united_kingdom,GBR,1857,5019,United Kingdom
387,re_united_kingdom,GBR,1858,4879,United Kingdom
388,re_united_kingdom,GBR,1859,5031,United Kingdom
389,re_united_kingdom,GBR,1860,5086,United Kingdom
390,re_united_kingdom,GBR,1861,5024,United Kingdom
391,re_united_kingdom,GBR,1862,4764,United Kingdom
392,re_united_kingdom,GBR,1863,5165,United Kingdom
393,re_united_kingdom,GBR,1864,5255,United Kingdom
394,re_united_kingdom,GBR,1865,5333,United Kingdom
395,re_united_kingdom,GBR,1866,5451,United Kingdom
396,re_united_kingdom,GBR,1867,5424,United Kingdom
397,re_united_kingdom,GBR,1868,5636,United Kingdom
398,re_united_kingdom,GBR,1869,5635,United Kingdom
399,re_united_kingdom,GBR,1870,5829,United Kingdom
400,re_united_kingdom,GBR,1871,5797,United Kingdom
401,re_united_kingdom,GBR,1872,5769,United Kingdom
402,re_united_kingdom,GBR,1873,5842,United Kingdom
403,re_united_kingdom,GBR,1874,5874,United Kingdom
404,re_united_kingdom,GBR,1875,5950,United Kingdom
405,re_united_kingdom,GBR,1876,5938,United Kingdom
406,re_united_kingdom,GBR,1877,5923,United Kingdom
407,re_united_kingdom,GBR,1878,5879,United Kingdom
408,re_united_kingdom,GBR,1879,5786,United Kingdom
409,re_united_kingdom,GBR,1880,5997,United Kingdom
