region_code,region_code_atlas,year,value
re_western_europe,SCO,1 650,"0,80"
re_western_europe,SCO,1 700,"1,00"
re_western_europe,SCO,1 750,"1,25"
re_western_europe,SCO,1 800,"1,50"
re_western_europe,SCO,1 850,"3,00"
re_western_europe,POR,-200,"0,40"
re_western_europe,POR,0,"0,50"
re_western_europe,POR,200,"0,50"
re_western_europe,POR,400,"0,50"
re_western_europe,POR,600,"0,40"
re_western_europe,POR,800,"0,40"
re_western_europe,POR,1 000,"0,60"
re_western_europe,POR,1 100,"0,70"
re_western_europe,POR,1 200,"0,90"
re_western_europe,POR,1 300,"1,25"
re_western_europe,POR,1 400,"0,90"
re_western_europe,POR,1 500,"1,25"
re_western_europe,POR,1 600,"2,00"
re_western_europe,POR,1 650,"1,75"
re_western_europe,POR,1 700,"2,00"
re_western_europe,POR,1 750,"2,25"
re_western_europe,POR,1 800,"2,75"
re_western_europe,POR,1 850,"3,50"
re_western_europe,NA,0,"0,10"
re_western_europe,NA,400,"0,10"
re_western_europe,NA,500,"0,10"
re_western_europe,NA,600,"0,10"
re_western_europe,NA,700,"0,10"
re_western_europe,NA,800,"0,10"
re_western_europe,NA,900,"0,10"
re_western_europe,NA,1 000,"0,20"
re_western_europe,NA,1 100,"0,30"
re_western_europe,NA,1 200,"0,40"
re_western_europe,NA,1 300,"0,40"
re_western_europe,NA,1 400,"0,30"
re_western_europe,NA,1 500,"0,40"
re_western_europe,NA,1 600,"0,70"
re_western_europe,NA,1 700,"0,80"
re_western_europe,NA,1 800,"1,00"
re_western_europe,NA,1 850,"1,50"
re_western_europe,ITA,-400,"4,00"
re_western_europe,ITA,-200,"5,00"
re_western_europe,ITA,0,"7,00"
re_western_europe,ITA,200,"7,60"
re_western_europe,ITA,300,"6,00"
re_western_europe,ITA,400,"5,00"
re_western_europe,ITA,500,"4,00"
re_western_europe,ITA,600,"3,50"
re_western_europe,ITA,700,"3,75"
re_western_europe,ITA,800,"4,00"
re_western_europe,ITA,900,"4,50"
re_western_europe,ITA,1 000,"5,00"
re_western_europe,ITA,1 100,"5,75"
re_western_europe,ITA,1 200,"7,25"
re_western_europe,ITA,1 300,"10,00"
re_western_europe,ITA,1 400,"7,00"
re_western_europe,ITA,1 500,"10,00"
re_western_europe,ITA,1 600,"12,00"
re_western_europe,ITA,1 650,"11,00"
re_western_europe,ITA,1 700,"13,00"
re_western_europe,ITA,1 750,"15,00"
re_western_europe,ITA,1 800,"19,00"
re_western_europe,ITA,1 850,"25,00"
re_western_europe,IRE,0,"0,10"
re_western_europe,IRE,400,"0,20"
re_western_europe,IRE,500,"0,21"
re_western_europe,IRE,600,"0,23"
re_western_europe,IRE,700,"0,25"
re_western_europe,IRE,800,"0,26"
re_western_europe,IRE,900,"0,28"
re_western_europe,IRE,1 000,"0,30"
re_western_europe,IRE,1 100,"0,40"
re_western_europe,IRE,1 200,"0,60"
re_western_europe,IRE,1 300,"0,80"
re_western_europe,IRE,1 400,"0,60"
re_western_europe,IRE,1 500,"0,80"
re_western_europe,IRE,1 600,"1,25"
re_western_europe,IRE,1 650,"1,75"
re_western_europe,IRE,1 700,"2,50"
re_western_europe,IRE,1 750,"3,00"
re_western_europe,IRE,1 800,"5,25"
re_western_europe,IRE,1 850,"6,50"
re_western_europe,ICE,800,"0,00"
re_western_europe,ICE,900,"0,03"
re_western_europe,ICE,1 000,"0,05"
re_western_europe,ICE,1 100,"0,07"
re_western_europe,ICE,1 200,"0,07"
re_western_europe,ICE,1 300,"0,07"
re_western_europe,ICE,1 400,"0,06"
re_western_europe,ICE,1 500,"0,06"
re_western_europe,ICE,1 600,"0,05"
re_western_europe,ICE,1 700,"0,05"
re_western_europe,ICE,1 800,"0,05"
re_western_europe,GER,-400,"1,00"
re_western_europe,GER,-200,"2,00"
re_western_europe,GER,0,"3,00"
re_western_europe,GER,200,"3,50"
re_western_europe,GER,300,"3,50"
re_western_europe,GER,400,"3,50"
re_western_europe,GER,500,"3,25"
re_western_europe,GER,600,"3,00"
re_western_europe,GER,700,"3,00"
re_western_europe,GER,800,"3,25"
re_western_europe,GER,900,"3,38"
re_western_europe,GER,1 000,"3,50"
re_western_europe,GER,1 100,"4,00"
re_western_europe,GER,1 200,"6,00"
re_western_europe,GER,1 300,"9,00"
re_western_europe,GER,1 400,"6,50"
re_western_europe,GER,1 500,"9,00"
re_western_europe,GER,1 600,"12,00"
re_western_europe,GER,1 650,"11,00"
re_western_europe,GER,1 700,"13,00"
re_western_europe,GER,1 750,"15,00"
re_western_europe,GER,1 800,"18,00"
re_western_europe,GER,1 850,"27,00"
re_western_europe,FRA,-400,"3,00"
re_western_europe,FRA,-200,"4,00"
re_western_europe,FRA,0,"5,00"
re_western_europe,FRA,200,"6,50"
re_western_europe,FRA,300,"5,50"
re_western_europe,FRA,400,"4,50"
re_western_europe,FRA,500,"4,50"
re_western_europe,FRA,600,"4,50"
re_western_europe,FRA,700,"4,75"
re_western_europe,FRA,800,"5,00"
re_western_europe,FRA,900,"5,75"
re_western_europe,FRA,1 000,"6,50"
re_western_europe,FRA,1 100,"7,75"
re_western_europe,FRA,1 200,"10,50"
re_western_europe,FRA,1 300,"16,00"
re_western_europe,FRA,1 400,"11,00"
re_western_europe,FRA,1 500,"15,00"
re_western_europe,FRA,1 600,"18,50"
re_western_europe,FRA,1 650,"21,00"
re_western_europe,FRA,1 700,"22,00"
re_western_europe,FRA,1 750,"24,00"
re_western_europe,FRA,1 800,"29,00"
re_western_europe,FRA,1 850,"36,00"
re_western_europe,ENG,-400,"0,20"
re_western_europe,ENG,-200,"0,40"
re_western_europe,ENG,0,"0,60"
re_western_europe,ENG,200,"0,70"
re_western_europe,ENG,400,"0,80"
re_western_europe,ENG,600,"0,60"
re_western_europe,ENG,1 000,"1,50"
re_western_europe,ENG,1 100,"1,75"
re_western_europe,ENG,1 200,"2,50"
re_western_europe,ENG,1 300,"3,75"
re_western_europe,ENG,1 400,"2,50"
re_western_europe,ENG,1 500,"3,75"
re_western_europe,ENG,1 600,"4,25"
re_western_europe,ENG,1 650,"5,00"
re_western_europe,ENG,1 700,"5,75"
re_western_europe,ENG,1 750,"6,00"
re_western_europe,ENG,1 800,"9,25"
re_western_europe,ENG,1 850,"18,00"
re_western_europe,DUT,-200,"0,30"
re_western_europe,DUT,0,"0,30"
re_western_europe,DUT,200,"0,40"
re_western_europe,DUT,400,"0,30"
re_western_europe,DUT,600,"0,20"
re_western_europe,DUT,800,"0,20"
re_western_europe,DUT,1 000,"0,30"
re_western_europe,DUT,1 100,"0,40"
re_western_europe,DUT,1 200,"0,60"
re_western_europe,DUT,1 300,"0,80"
re_western_europe,DUT,1 400,"0,60"
re_western_europe,DUT,1 500,"0,90"
re_western_europe,DUT,1 600,"1,50"
re_western_europe,DUT,1 650,"2,00"
re_western_europe,DUT,1 700,"2,00"
re_western_europe,DUT,1 750,"2,00"
re_western_europe,DUT,1 800,"2,00"
re_western_europe,DUT,1 850,"3,00"
re_western_europe,DEN,0,"0,20"
re_western_europe,DEN,600,"0,30"
re_western_europe,DEN,700,"0,32"
re_western_europe,DEN,800,"0,35"
re_western_europe,DEN,900,"0,38"
re_western_europe,DEN,1 000,"0,40"
re_western_europe,DEN,1 100,"0,46"
re_western_europe,DEN,1 200,"0,53"
re_western_europe,DEN,1 300,"0,60"
re_western_europe,DEN,1 400,"0,40"
re_western_europe,DEN,1 500,"0,60"
re_western_europe,DEN,1 600,"0,70"
re_western_europe,DEN,1 650,"0,75"
re_western_europe,DEN,1 700,"0,80"
re_western_europe,DEN,1 750,"0,90"
re_western_europe,DEN,1 800,"1,00"
re_western_europe,DEN,1 850,"1,50"
re_western_europe,BEL,-200,"0,30"
re_western_europe,BEL,0,"0,30"
re_western_europe,BEL,200,"0,40"
re_western_europe,BEL,400,"0,30"
re_western_europe,BEL,600,"0,30"
re_western_europe,BEL,800,"0,30"
re_western_europe,BEL,1 000,"0,40"
re_western_europe,BEL,1 100,"0,60"
re_western_europe,BEL,1 200,"0,90"
re_western_europe,BEL,1 300,"1,25"
re_western_europe,BEL,1 400,"0,80"
re_western_europe,BEL,1 500,"1,25"
re_western_europe,BEL,1 600,"1,50"
re_western_europe,BEL,1 650,"1,50"
re_western_europe,BEL,1 700,"1,75"
re_western_europe,BEL,1 750,"2,25"
re_western_europe,BEL,1 800,"3,25"
re_western_europe,BEL,1 850,"4,50"
re_western_europe,AUS,-200,"0,30"
re_western_europe,AUS,0,"0,50"
re_western_europe,AUS,200,"0,60"
re_western_europe,AUS,400,"0,50"
re_western_europe,AUS,600,"0,40"
re_western_europe,AUS,700,"0,45"
re_western_europe,AUS,800,"0,50"
re_western_europe,AUS,900,"0,60"
re_western_europe,AUS,1 000,"0,70"
re_western_europe,AUS,1 100,"0,90"
re_western_europe,AUS,1 200,"1,25"
re_western_europe,AUS,1 300,"2,00"
re_western_europe,AUS,1 400,"1,25"
re_western_europe,AUS,1 500,"2,00"
re_western_europe,AUS,1 600,"2,50"
re_western_europe,AUS,1 650,"2,25"
re_western_europe,AUS,1 700,"2,50"
re_western_europe,AUS,1 750,"2,75"
re_western_europe,AUS,1 800,"3,00"
re_western_europe,AUS,1 850,"4,00"
