,region_code,country_code_maddison,year,gdp_per_capita
362,re_united_kingdom,GBR,1833,3599
363,re_united_kingdom,GBR,1834,3639
364,re_united_kingdom,GBR,1835,3861
365,re_united_kingdom,GBR,1836,3937
366,re_united_kingdom,GBR,1837,3857
367,re_united_kingdom,GBR,1838,3963
368,re_united_kingdom,GBR,1839,3881
369,re_united_kingdom,GBR,1840,4018
370,re_united_kingdom,GBR,1841,3894
371,re_united_kingdom,GBR,1842,3808
372,re_united_kingdom,GBR,1843,3950
373,re_united_kingdom,GBR,1844,4245
374,re_united_kingdom,GBR,1845,4387
375,re_united_kingdom,GBR,1846,4334
376,re_united_kingdom,GBR,1847,4234
377,re_united_kingdom,GBR,1848,4361
378,re_united_kingdom,GBR,1849,4422
379,re_united_kingdom,GBR,1850,4332
380,re_united_kingdom,GBR,1851,4477
381,re_united_kingdom,GBR,1852,4626
382,re_united_kingdom,GBR,1853,4734
383,re_united_kingdom,GBR,1854,4909
384,re_united_kingdom,GBR,1855,4748
385,re_united_kingdom,GBR,1856,5013
386,re_united_kingdom,GBR,1857,5019
387,re_united_kingdom,GBR,1858,4879
388,re_united_kingdom,GBR,1859,5031
389,re_united_kingdom,GBR,1860,5086
390,re_united_kingdom,GBR,1861,5024
391,re_united_kingdom,GBR,1862,4764
392,re_united_kingdom,GBR,1863,5165
393,re_united_kingdom,GBR,1864,5255
394,re_united_kingdom,GBR,1865,5333
395,re_united_kingdom,GBR,1866,5451
396,re_united_kingdom,GBR,1867,5424
397,re_united_kingdom,GBR,1868,5636
398,re_united_kingdom,GBR,1869,5635
399,re_united_kingdom,GBR,1870,5829
400,re_united_kingdom,GBR,1871,5797
401,re_united_kingdom,GBR,1872,5769
402,re_united_kingdom,GBR,1873,5842
403,re_united_kingdom,GBR,1874,5874
404,re_united_kingdom,GBR,1875,5950
405,re_united_kingdom,GBR,1876,5938
406,re_united_kingdom,GBR,1877,5923
407,re_united_kingdom,GBR,1878,5879
408,re_united_kingdom,GBR,1879,5786
409,re_united_kingdom,GBR,1880,5997
